"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks the registration of a user with an already existing email","932","test_create_user_with_existing_email","tests","Sat Sep 06 05:11:48 UTC 2025","passed","Sat Sep 06 05:11:49 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","918","test_create_user_without_field[firstName]","tests","Sat Sep 06 05:11:53 UTC 2025","passed","Sat Sep 06 05:11:54 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with a very short name","903","test_create_user_with_short_name","tests","Sat Sep 06 05:11:55 UTC 2025","passed","Sat Sep 06 05:11:56 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies that a user can be deleted successfully","3765","test_positive_delete_created_user","tests","Sat Sep 06 05:11:18 UTC 2025","passed","Sat Sep 06 05:11:22 UTC 2025","TestUserDelete","test_user_delete","",""
"This test check authorization status w/o sending auth cookie or token","589","test_negative_auth_check[no_cookie]","tests","Sat Sep 06 05:11:07 UTC 2025","passed","Sat Sep 06 05:11:08 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","929","test_create_user_without_field[lastName]","tests","Sat Sep 06 05:11:54 UTC 2025","passed","Sat Sep 06 05:11:55 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details without authentication","1098","test_get_user_details_not_auth","tests","Sat Sep 06 05:11:42 UTC 2025","passed","Sat Sep 06 05:11:43 UTC 2025","TestUserGet","test_user_get","",""
"This test checks user registration without one of the fields","937","test_create_user_without_field[email]","tests","Sat Sep 06 05:11:52 UTC 2025","passed","Sat Sep 06 05:11:53 UTC 2025","TestUserRegister","test_user_register","",""
"This test successfully authorize user by email and password","744","test_auth_user","tests","Sat Sep 06 05:11:06 UTC 2025","passed","Sat Sep 06 05:11:07 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","406","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Sat Sep 06 05:11:14 UTC 2025","passed","Sat Sep 06 05:11:15 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks for the presence of a specific header","403","test_homework_header","tests","Sat Sep 06 05:11:11 UTC 2025","passed","Sat Sep 06 05:11:11 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","405","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Sat Sep 06 05:11:13 UTC 2025","passed","Sat Sep 06 05:11:14 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","916","test_create_user_without_field[password]","tests","Sat Sep 06 05:11:51 UTC 2025","passed","Sat Sep 06 05:11:52 UTC 2025","TestUserRegister","test_user_register","",""
