"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies the retrieval of user details without authentication","1064","test_get_user_details_not_auth","tests","Wed Nov 20 05:10:19 GMT 2024","passed","Wed Nov 20 05:10:21 GMT 2024","TestUserGet","test_user_get","",""
"This test checks user registration with an incorrect email w/o '@'","938","test_create_user_with_invalid_email","tests","Wed Nov 20 05:10:25 GMT 2024","passed","Wed Nov 20 05:10:26 GMT 2024","TestUserRegister","test_user_register","",""
"This test verifies that a user can be deleted successfully","3430","test_positive_delete_created_user","tests","Wed Nov 20 05:09:56 GMT 2024","passed","Wed Nov 20 05:10:00 GMT 2024","TestUserDelete","test_user_delete","",""
"This test verifies that user with ID 2 can't be deleted","1942","test_delete_user_2","tests","Wed Nov 20 05:09:54 GMT 2024","passed","Wed Nov 20 05:09:56 GMT 2024","TestUserDelete","test_user_delete","",""
"This test verifies that a user can be created successfully","945","test_create_user_successfully","tests","Wed Nov 20 05:10:24 GMT 2024","passed","Wed Nov 20 05:10:25 GMT 2024","TestUserRegister","test_user_register","",""
"This test check authorization status w/o sending auth cookie or token","891","test_negative_auth_check[no_token]","tests","Wed Nov 20 05:09:46 GMT 2024","passed","Wed Nov 20 05:09:47 GMT 2024","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","963","test_create_user_without_field[username]","tests","Wed Nov 20 05:10:26 GMT 2024","passed","Wed Nov 20 05:10:27 GMT 2024","TestUserRegister","test_user_register","",""
"This test checks the inability to edit a user when authorized as another user","4498","test_edit_user_authorized_as_another_user","tests","Wed Nov 20 05:10:10 GMT 2024","skipped","Wed Nov 20 05:10:14 GMT 2024","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","957","test_create_user_without_field[email]","tests","Wed Nov 20 05:10:28 GMT 2024","passed","Wed Nov 20 05:10:29 GMT 2024","TestUserRegister","test_user_register","",""
"This test checks the inability to edit a user when unauthorized","2046","test_edit_user_unauthorized","tests","Wed Nov 20 05:10:08 GMT 2024","failed","Wed Nov 20 05:10:10 GMT 2024","TestUserEdit","test_user_edit","",""
"This test check authorization status w/o sending auth cookie or token","1004","test_negative_auth_check[no_cookie]","tests","Wed Nov 20 05:09:44 GMT 2024","passed","Wed Nov 20 05:09:45 GMT 2024","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","971","test_create_user_without_field[lastName]","tests","Wed Nov 20 05:10:30 GMT 2024","passed","Wed Nov 20 05:10:31 GMT 2024","TestUserRegister","test_user_register","",""
"Final test to check if there were any identification errors for User Agents","1","test_summary","tests","Wed Nov 20 05:09:54 GMT 2024","skipped","Wed Nov 20 05:09:54 GMT 2024","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very short name","963","test_create_user_with_short_name","tests","Wed Nov 20 05:10:31 GMT 2024","passed","Wed Nov 20 05:10:32 GMT 2024","TestUserRegister","test_user_register","",""
"This test checks the registration of a user with an already existing email","976","test_create_user_with_existing_email","tests","Wed Nov 20 05:10:25 GMT 2024","passed","Wed Nov 20 05:10:25 GMT 2024","TestUserRegister","test_user_register","",""
"This test checks for the presence of a specific cookie","432","test_cookie","tests","Wed Nov 20 05:09:48 GMT 2024","passed","Wed Nov 20 05:09:48 GMT 2024","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details after authenticating as that user","1528","test_get_user_details_auth_as_same_user","tests","Wed Nov 20 05:10:21 GMT 2024","passed","Wed Nov 20 05:10:22 GMT 2024","TestUserGet","test_user_get","",""
"Test for checking correct User Agent identification","570","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Wed Nov 20 05:09:52 GMT 2024","passed","Wed Nov 20 05:09:52 GMT 2024","TestUserAuth","test_user_auth","",""
"This test verifies the ability to edit a user after their registration","3457","test_edit_just_created_user","tests","Wed Nov 20 05:10:04 GMT 2024","passed","Wed Nov 20 05:10:08 GMT 2024","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","932","test_create_user_without_field[password]","tests","Wed Nov 20 05:10:27 GMT 2024","passed","Wed Nov 20 05:10:28 GMT 2024","TestUserRegister","test_user_register","",""
"This test successfully authorize user by email and password","1094","test_auth_user","tests","Wed Nov 20 05:09:42 GMT 2024","passed","Wed Nov 20 05:09:43 GMT 2024","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","435","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Wed Nov 20 05:09:51 GMT 2024","passed","Wed Nov 20 05:09:51 GMT 2024","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","435","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Wed Nov 20 05:09:50 GMT 2024","passed","Wed Nov 20 05:09:50 GMT 2024","TestUserAuth","test_user_auth","",""
"This test verifies that one user cannot delete another user","4524","test_delete_user_authorized_as_another_user","tests","Wed Nov 20 05:10:00 GMT 2024","passed","Wed Nov 20 05:10:04 GMT 2024","TestUserDelete","test_user_delete","",""
"This test checks user registration with a very long name","966","test_create_user_with_long_name","tests","Wed Nov 20 05:10:32 GMT 2024","passed","Wed Nov 20 05:10:33 GMT 2024","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","431","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Wed Nov 20 05:09:53 GMT 2024","passed","Wed Nov 20 05:09:53 GMT 2024","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","437","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Wed Nov 20 05:09:54 GMT 2024","passed","Wed Nov 20 05:09:54 GMT 2024","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","959","test_create_user_without_field[firstName]","tests","Wed Nov 20 05:10:29 GMT 2024","passed","Wed Nov 20 05:10:30 GMT 2024","TestUserRegister","test_user_register","",""
"This test checks for the presence of a specific header","721","test_homework_header","tests","Wed Nov 20 05:09:49 GMT 2024","passed","Wed Nov 20 05:09:50 GMT 2024","TestUserAuth","test_user_auth","",""
"This test verifies retrieval of another user's details after authenticating","1531","test_get_another_user_data_after_auth","tests","Wed Nov 20 05:10:22 GMT 2024","passed","Wed Nov 20 05:10:24 GMT 2024","TestUserGet","test_user_get","",""
"This test checks the inability to change user first name to a very short value","2489","test_edit_user_short_first_name","tests","Wed Nov 20 05:10:17 GMT 2024","passed","Wed Nov 20 05:10:19 GMT 2024","TestUserEdit","test_user_edit","",""
"This test checks the inability to change user email to an invalid one","2529","test_edit_user_invalid_email","tests","Wed Nov 20 05:10:14 GMT 2024","passed","Wed Nov 20 05:10:17 GMT 2024","TestUserEdit","test_user_edit","",""
