"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks the inability to edit a user when unauthorized","2206","test_edit_user_unauthorized","tests","Wed Nov 26 05:14:02 UTC 2025","failed","Wed Nov 26 05:14:04 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to edit a user when authorized as another user","5010","test_edit_user_authorized_as_another_user","tests","Wed Nov 26 05:14:04 UTC 2025","skipped","Wed Nov 26 05:14:09 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","951","test_create_user_without_field[username]","tests","Wed Nov 26 05:14:22 UTC 2025","passed","Wed Nov 26 05:14:23 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies the ability to edit a user after their registration","3944","test_edit_just_created_user","tests","Wed Nov 26 05:13:58 UTC 2025","passed","Wed Nov 26 05:14:02 UTC 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","444","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Wed Nov 26 05:13:43 UTC 2025","passed","Wed Nov 26 05:13:43 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies that user with ID 2 can't be deleted","1650","test_delete_user_2","tests","Wed Nov 26 05:13:48 UTC 2025","passed","Wed Nov 26 05:13:49 UTC 2025","TestUserDelete","test_user_delete","",""
"This test verifies that one user cannot delete another user","5037","test_delete_user_authorized_as_another_user","tests","Wed Nov 26 05:13:53 UTC 2025","passed","Wed Nov 26 05:13:58 UTC 2025","TestUserDelete","test_user_delete","",""
"This test verifies that a user can be created successfully","977","test_create_user_successfully","tests","Wed Nov 26 05:14:19 UTC 2025","passed","Wed Nov 26 05:14:20 UTC 2025","TestUserRegister","test_user_register","",""
"This test successfully authorize user by email and password","968","test_auth_user","tests","Wed Nov 26 05:13:36 UTC 2025","passed","Wed Nov 26 05:13:37 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with an incorrect email w/o '@'","933","test_create_user_with_invalid_email","tests","Wed Nov 26 05:14:21 UTC 2025","passed","Wed Nov 26 05:14:22 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","936","test_create_user_without_field[firstName]","tests","Wed Nov 26 05:14:25 UTC 2025","passed","Wed Nov 26 05:14:26 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to change user email to an invalid one","2662","test_edit_user_invalid_email","tests","Wed Nov 26 05:14:09 UTC 2025","passed","Wed Nov 26 05:14:12 UTC 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","716","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Wed Nov 26 05:13:47 UTC 2025","passed","Wed Nov 26 05:13:47 UTC 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","1005","test_negative_auth_check[no_cookie]","tests","Wed Nov 26 05:13:38 UTC 2025","passed","Wed Nov 26 05:13:39 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies that a user can be deleted successfully","3640","test_positive_delete_created_user","tests","Wed Nov 26 05:13:49 UTC 2025","passed","Wed Nov 26 05:13:53 UTC 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration without one of the fields","961","test_create_user_without_field[email]","tests","Wed Nov 26 05:14:24 UTC 2025","passed","Wed Nov 26 05:14:25 UTC 2025","TestUserRegister","test_user_register","",""
"This test check authorization status w/o sending auth cookie or token","881","test_negative_auth_check[no_token]","tests","Wed Nov 26 05:13:39 UTC 2025","passed","Wed Nov 26 05:13:40 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the registration of a user with an already existing email","1007","test_create_user_with_existing_email","tests","Wed Nov 26 05:14:20 UTC 2025","passed","Wed Nov 26 05:14:21 UTC 2025","TestUserRegister","test_user_register","",""
"Final test to check if there were any identification errors for User Agents","0","test_summary","tests","Wed Nov 26 05:13:48 UTC 2025","skipped","Wed Nov 26 05:13:48 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies retrieval of another user's details after authenticating","1673","test_get_another_user_data_after_auth","tests","Wed Nov 26 05:14:18 UTC 2025","passed","Wed Nov 26 05:14:19 UTC 2025","TestUserGet","test_user_get","",""
"This test checks for the presence of a specific cookie","611","test_cookie","tests","Wed Nov 26 05:13:41 UTC 2025","passed","Wed Nov 26 05:13:41 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","454","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Wed Nov 26 05:13:44 UTC 2025","passed","Wed Nov 26 05:13:44 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to change user first name to a very short value","2716","test_edit_user_short_first_name","tests","Wed Nov 26 05:14:12 UTC 2025","passed","Wed Nov 26 05:14:15 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration with a very long name","962","test_create_user_with_long_name","tests","Wed Nov 26 05:14:28 UTC 2025","passed","Wed Nov 26 05:14:29 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","471","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Wed Nov 26 05:13:45 UTC 2025","passed","Wed Nov 26 05:13:45 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very short name","968","test_create_user_with_short_name","tests","Wed Nov 26 05:14:27 UTC 2025","passed","Wed Nov 26 05:14:28 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","455","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Wed Nov 26 05:13:45 UTC 2025","passed","Wed Nov 26 05:13:46 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details without authentication","1240","test_get_user_details_not_auth","tests","Wed Nov 26 05:14:15 UTC 2025","passed","Wed Nov 26 05:14:16 UTC 2025","TestUserGet","test_user_get","",""
"This test checks for the presence of a specific header","433","test_homework_header","tests","Wed Nov 26 05:13:42 UTC 2025","passed","Wed Nov 26 05:13:42 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","972","test_create_user_without_field[password]","tests","Wed Nov 26 05:14:23 UTC 2025","passed","Wed Nov 26 05:14:24 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","968","test_create_user_without_field[lastName]","tests","Wed Nov 26 05:14:26 UTC 2025","passed","Wed Nov 26 05:14:27 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details after authenticating as that user","1700","test_get_user_details_auth_as_same_user","tests","Wed Nov 26 05:14:16 UTC 2025","passed","Wed Nov 26 05:14:18 UTC 2025","TestUserGet","test_user_get","",""
