"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test for checking correct User Agent identification","531","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Wed Jul 30 05:23:50 GMT 2025","passed","Wed Jul 30 05:23:51 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","550","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Wed Jul 30 05:23:51 GMT 2025","passed","Wed Jul 30 05:23:52 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1045","test_create_user_without_field[username]","tests","Wed Jul 30 05:24:30 GMT 2025","passed","Wed Jul 30 05:24:31 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","1043","test_create_user_without_field[lastName]","tests","Wed Jul 30 05:24:34 GMT 2025","passed","Wed Jul 30 05:24:35 GMT 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","528","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Wed Jul 30 05:23:52 GMT 2025","passed","Wed Jul 30 05:23:53 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1036","test_create_user_without_field[password]","tests","Wed Jul 30 05:24:31 GMT 2025","passed","Wed Jul 30 05:24:32 GMT 2025","TestUserRegister","test_user_register","",""
"This test check authorization status w/o sending auth cookie or token","1059","test_negative_auth_check[no_cookie]","tests","Wed Jul 30 05:23:42 GMT 2025","passed","Wed Jul 30 05:23:43 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","521","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Wed Jul 30 05:23:48 GMT 2025","passed","Wed Jul 30 05:23:48 GMT 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","889","test_negative_auth_check[no_token]","tests","Wed Jul 30 05:23:44 GMT 2025","passed","Wed Jul 30 05:23:45 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to change user first name to a very short value","2884","test_edit_user_short_first_name","tests","Wed Jul 30 05:24:19 GMT 2025","passed","Wed Jul 30 05:24:22 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to edit a user when unauthorized","2252","test_edit_user_unauthorized","tests","Wed Jul 30 05:24:09 GMT 2025","failed","Wed Jul 30 05:24:11 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies retrieval of another user's details after authenticating","1759","test_get_another_user_data_after_auth","tests","Wed Jul 30 05:24:25 GMT 2025","passed","Wed Jul 30 05:24:27 GMT 2025","TestUserGet","test_user_get","",""
"This test checks for the presence of a specific cookie","528","test_cookie","tests","Wed Jul 30 05:23:46 GMT 2025","passed","Wed Jul 30 05:23:46 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details after authenticating as that user","1768","test_get_user_details_auth_as_same_user","tests","Wed Jul 30 05:24:23 GMT 2025","passed","Wed Jul 30 05:24:25 GMT 2025","TestUserGet","test_user_get","",""
"This test checks the inability to edit a user when authorized as another user","5106","test_edit_user_authorized_as_another_user","tests","Wed Jul 30 05:24:11 GMT 2025","skipped","Wed Jul 30 05:24:17 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","1053","test_create_user_without_field[email]","tests","Wed Jul 30 05:24:32 GMT 2025","passed","Wed Jul 30 05:24:33 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to change user email to an invalid one","2841","test_edit_user_invalid_email","tests","Wed Jul 30 05:24:17 GMT 2025","passed","Wed Jul 30 05:24:19 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies the retrieval of user details without authentication","1213","test_get_user_details_not_auth","tests","Wed Jul 30 05:24:22 GMT 2025","passed","Wed Jul 30 05:24:23 GMT 2025","TestUserGet","test_user_get","",""
"This test verifies that one user cannot delete another user","5083","test_delete_user_authorized_as_another_user","tests","Wed Jul 30 05:24:00 GMT 2025","passed","Wed Jul 30 05:24:05 GMT 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration with an incorrect email w/o '@'","1056","test_create_user_with_invalid_email","tests","Wed Jul 30 05:24:29 GMT 2025","passed","Wed Jul 30 05:24:30 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks for the presence of a specific header","532","test_homework_header","tests","Wed Jul 30 05:23:47 GMT 2025","passed","Wed Jul 30 05:23:47 GMT 2025","TestUserAuth","test_user_auth","",""
"Final test to check if there were any identification errors for User Agents","1","test_summary","tests","Wed Jul 30 05:23:54 GMT 2025","skipped","Wed Jul 30 05:23:54 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies that a user can be deleted successfully","3849","test_positive_delete_created_user","tests","Wed Jul 30 05:23:56 GMT 2025","passed","Wed Jul 30 05:24:00 GMT 2025","TestUserDelete","test_user_delete","",""
"This test checks the registration of a user with an already existing email","1053","test_create_user_with_existing_email","tests","Wed Jul 30 05:24:28 GMT 2025","passed","Wed Jul 30 05:24:29 GMT 2025","TestUserRegister","test_user_register","",""
"This test successfully authorize user by email and password","891","test_auth_user","tests","Wed Jul 30 05:23:35 GMT 2025","passed","Wed Jul 30 05:23:36 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1048","test_create_user_without_field[firstName]","tests","Wed Jul 30 05:24:33 GMT 2025","passed","Wed Jul 30 05:24:34 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with a very long name","1051","test_create_user_with_long_name","tests","Wed Jul 30 05:24:36 GMT 2025","passed","Wed Jul 30 05:24:38 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies that user with ID 2 can't be deleted","1916","test_delete_user_2","tests","Wed Jul 30 05:23:54 GMT 2025","passed","Wed Jul 30 05:23:56 GMT 2025","TestUserDelete","test_user_delete","",""
"This test verifies that a user can be created successfully","1043","test_create_user_successfully","tests","Wed Jul 30 05:24:27 GMT 2025","passed","Wed Jul 30 05:24:28 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the ability to edit a user after their registration","3842","test_edit_just_created_user","tests","Wed Jul 30 05:24:05 GMT 2025","passed","Wed Jul 30 05:24:09 GMT 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","523","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Wed Jul 30 05:23:53 GMT 2025","passed","Wed Jul 30 05:23:54 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very short name","1046","test_create_user_with_short_name","tests","Wed Jul 30 05:24:35 GMT 2025","passed","Wed Jul 30 05:24:36 GMT 2025","TestUserRegister","test_user_register","",""
