"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies retrieval of another user's details after authenticating","1539","test_get_another_user_data_after_auth","tests","Sat Jun 14 05:13:13 GMT 2025","passed","Sat Jun 14 05:13:15 GMT 2025","TestUserGet","test_user_get","",""
"This test checks user registration without one of the fields","933","test_create_user_without_field[email]","tests","Sat Jun 14 05:13:20 GMT 2025","passed","Sat Jun 14 05:13:20 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","948","test_create_user_without_field[firstName]","tests","Sat Jun 14 05:13:20 GMT 2025","passed","Sat Jun 14 05:13:21 GMT 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","424","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Sat Jun 14 05:12:42 GMT 2025","passed","Sat Jun 14 05:12:43 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","432","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Sat Jun 14 05:12:43 GMT 2025","passed","Sat Jun 14 05:12:44 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","951","test_create_user_without_field[lastName]","tests","Sat Jun 14 05:13:21 GMT 2025","passed","Sat Jun 14 05:13:22 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with an incorrect email w/o '@'","952","test_create_user_with_invalid_email","tests","Sat Jun 14 05:13:17 GMT 2025","passed","Sat Jun 14 05:13:18 GMT 2025","TestUserRegister","test_user_register","",""
"Final test to check if there were any identification errors for User Agents","0","test_summary","tests","Sat Jun 14 05:12:45 GMT 2025","skipped","Sat Jun 14 05:12:45 GMT 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","875","test_negative_auth_check[no_token]","tests","Sat Jun 14 05:12:37 GMT 2025","passed","Sat Jun 14 05:12:38 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","431","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Sat Jun 14 05:12:44 GMT 2025","passed","Sat Jun 14 05:12:45 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to change user first name to a very short value","2872","test_edit_user_short_first_name","tests","Sat Jun 14 05:13:08 GMT 2025","passed","Sat Jun 14 05:13:11 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","927","test_create_user_without_field[password]","tests","Sat Jun 14 05:13:19 GMT 2025","passed","Sat Jun 14 05:13:20 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details after authenticating as that user","1557","test_get_user_details_auth_as_same_user","tests","Sat Jun 14 05:13:12 GMT 2025","passed","Sat Jun 14 05:13:13 GMT 2025","TestUserGet","test_user_get","",""
"This test verifies that user with ID 2 can't be deleted","1585","test_delete_user_2","tests","Sat Jun 14 05:12:45 GMT 2025","passed","Sat Jun 14 05:12:47 GMT 2025","TestUserDelete","test_user_delete","",""
"This test verifies the retrieval of user details without authentication","1118","test_get_user_details_not_auth","tests","Sat Jun 14 05:13:11 GMT 2025","passed","Sat Jun 14 05:13:12 GMT 2025","TestUserGet","test_user_get","",""
"This test checks the registration of a user with an already existing email","936","test_create_user_with_existing_email","tests","Sat Jun 14 05:13:16 GMT 2025","passed","Sat Jun 14 05:13:17 GMT 2025","TestUserRegister","test_user_register","",""
