"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies retrieval of another user's details after authenticating","1447","test_get_another_user_data_after_auth","tests","Thu Jul 17 05:19:52 GMT 2025","passed","Thu Jul 17 05:19:54 GMT 2025","TestUserGet","test_user_get","",""
"Test for checking correct User Agent identification","670","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Thu Jul 17 05:19:21 GMT 2025","passed","Thu Jul 17 05:19:22 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies that user with ID 2 can't be deleted","1811","test_delete_user_2","tests","Thu Jul 17 05:19:24 GMT 2025","passed","Thu Jul 17 05:19:26 GMT 2025","TestUserDelete","test_user_delete","",""
"Test for checking correct User Agent identification","762","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Thu Jul 17 05:19:23 GMT 2025","passed","Thu Jul 17 05:19:24 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks for the presence of a specific header","724","test_homework_header","tests","Thu Jul 17 05:19:18 GMT 2025","passed","Thu Jul 17 05:19:18 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies the ability to edit a user after their registration","3262","test_edit_just_created_user","tests","Thu Jul 17 05:19:35 GMT 2025","passed","Thu Jul 17 05:19:38 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","899","test_create_user_without_field[lastName]","tests","Thu Jul 17 05:20:00 GMT 2025","passed","Thu Jul 17 05:20:01 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","918","test_create_user_without_field[email]","tests","Thu Jul 17 05:19:58 GMT 2025","passed","Thu Jul 17 05:19:59 GMT 2025","TestUserRegister","test_user_register","",""
"This test check authorization status w/o sending auth cookie or token","811","test_negative_auth_check[no_cookie]","tests","Thu Jul 17 05:19:13 GMT 2025","passed","Thu Jul 17 05:19:14 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when unauthorized","1973","test_edit_user_unauthorized","tests","Thu Jul 17 05:19:38 GMT 2025","failed","Thu Jul 17 05:19:40 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","895","test_create_user_without_field[firstName]","tests","Thu Jul 17 05:19:59 GMT 2025","passed","Thu Jul 17 05:20:00 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with a very short name","894","test_create_user_with_short_name","tests","Thu Jul 17 05:20:01 GMT 2025","passed","Thu Jul 17 05:20:02 GMT 2025","TestUserRegister","test_user_register","",""
