"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks user registration without one of the fields","902","test_create_user_without_field[email]","tests","Tue Apr 29 05:13:58 GMT 2025","passed","Tue Apr 29 05:13:58 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details after authenticating as that user","1478","test_get_user_details_auth_as_same_user","tests","Tue Apr 29 05:13:50 GMT 2025","passed","Tue Apr 29 05:13:52 GMT 2025","TestUserGet","test_user_get","",""
"This test verifies that one user cannot delete another user","5172","test_delete_user_authorized_as_another_user","tests","Tue Apr 29 05:13:29 GMT 2025","passed","Tue Apr 29 05:13:34 GMT 2025","TestUserDelete","test_user_delete","",""
"This test verifies that a user can be created successfully","918","test_create_user_successfully","tests","Tue Apr 29 05:13:53 GMT 2025","passed","Tue Apr 29 05:13:54 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to edit a user when unauthorized","1960","test_edit_user_unauthorized","tests","Tue Apr 29 05:13:37 GMT 2025","failed","Tue Apr 29 05:13:39 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies the ability to edit a user after their registration","3270","test_edit_just_created_user","tests","Tue Apr 29 05:13:34 GMT 2025","passed","Tue Apr 29 05:13:37 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to change user first name to a very short value","2417","test_edit_user_short_first_name","tests","Tue Apr 29 05:13:47 GMT 2025","passed","Tue Apr 29 05:13:49 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","902","test_create_user_without_field[lastName]","tests","Tue Apr 29 05:13:59 GMT 2025","passed","Tue Apr 29 05:14:00 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","874","test_create_user_without_field[username]","tests","Tue Apr 29 05:13:56 GMT 2025","passed","Tue Apr 29 05:13:57 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies that user with ID 2 can't be deleted","1698","test_delete_user_2","tests","Tue Apr 29 05:13:24 GMT 2025","passed","Tue Apr 29 05:13:25 GMT 2025","TestUserDelete","test_user_delete","",""
"This test successfully authorize user by email and password","836","test_auth_user","tests","Tue Apr 29 05:13:11 GMT 2025","passed","Tue Apr 29 05:13:12 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","712","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Tue Apr 29 05:13:18 GMT 2025","passed","Tue Apr 29 05:13:19 GMT 2025","TestUserAuth","test_user_auth","",""
