"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks user registration without one of the fields","932","test_create_user_without_field[lastName]","tests","Mon Oct 20 05:14:32 UTC 2025","passed","Mon Oct 20 05:14:33 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks for the presence of a specific header","551","test_homework_header","tests","Mon Oct 20 05:13:49 UTC 2025","passed","Mon Oct 20 05:13:50 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very long name","929","test_create_user_with_long_name","tests","Mon Oct 20 05:14:34 UTC 2025","passed","Mon Oct 20 05:14:35 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","910","test_create_user_without_field[firstName]","tests","Mon Oct 20 05:14:31 UTC 2025","passed","Mon Oct 20 05:14:32 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","903","test_create_user_without_field[password]","tests","Mon Oct 20 05:14:29 UTC 2025","passed","Mon Oct 20 05:14:30 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","919","test_create_user_without_field[email]","tests","Mon Oct 20 05:14:30 UTC 2025","passed","Mon Oct 20 05:14:31 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies that a user can be deleted successfully","3584","test_positive_delete_created_user","tests","Mon Oct 20 05:13:57 UTC 2025","passed","Mon Oct 20 05:14:00 UTC 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration without one of the fields","908","test_create_user_without_field[username]","tests","Mon Oct 20 05:14:29 UTC 2025","passed","Mon Oct 20 05:14:29 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies the ability to edit a user after their registration","3841","test_edit_just_created_user","tests","Mon Oct 20 05:14:05 UTC 2025","passed","Mon Oct 20 05:14:09 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks for the presence of a specific cookie","408","test_cookie","tests","Mon Oct 20 05:13:48 UTC 2025","passed","Mon Oct 20 05:13:49 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies retrieval of another user's details after authenticating","1606","test_get_another_user_data_after_auth","tests","Mon Oct 20 05:14:24 UTC 2025","passed","Mon Oct 20 05:14:26 UTC 2025","TestUserGet","test_user_get","",""
"This test verifies that a user can be created successfully","925","test_create_user_successfully","tests","Mon Oct 20 05:14:26 UTC 2025","passed","Mon Oct 20 05:14:27 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","418","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Mon Oct 20 05:13:50 UTC 2025","passed","Mon Oct 20 05:13:51 UTC 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","797","test_negative_auth_check[no_token]","tests","Mon Oct 20 05:13:47 UTC 2025","passed","Mon Oct 20 05:13:48 UTC 2025","TestUserAuth","test_user_auth","",""
