"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks for the presence of a specific cookie","629","test_cookie","tests","Sun May 18 05:12:23 GMT 2025","passed","Sun May 18 05:12:24 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","905","test_create_user_without_field[lastName]","tests","Sun May 18 05:13:08 GMT 2025","passed","Sun May 18 05:13:09 GMT 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","717","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Sun May 18 05:12:26 GMT 2025","passed","Sun May 18 05:12:27 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies that one user cannot delete another user","3666","test_delete_user_authorized_as_another_user","tests","Sun May 18 05:12:36 GMT 2025","skipped","Sun May 18 05:12:39 GMT 2025","TestUserDelete","test_user_delete","",""
"This test checks the inability to change user first name to a very short value","2374","test_edit_user_short_first_name","tests","Sun May 18 05:12:54 GMT 2025","passed","Sun May 18 05:12:56 GMT 2025","TestUserEdit","test_user_edit","",""
"This test successfully authorize user by email and password","852","test_auth_user","tests","Sun May 18 05:12:19 GMT 2025","passed","Sun May 18 05:12:20 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","904","test_create_user_without_field[username]","tests","Sun May 18 05:13:04 GMT 2025","passed","Sun May 18 05:13:05 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details after authenticating as that user","1509","test_get_user_details_auth_as_same_user","tests","Sun May 18 05:12:57 GMT 2025","passed","Sun May 18 05:12:59 GMT 2025","TestUserGet","test_user_get","",""
"This test checks the inability to edit a user when authorized as another user","4656","test_edit_user_authorized_as_another_user","tests","Sun May 18 05:12:45 GMT 2025","skipped","Sun May 18 05:12:50 GMT 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","381","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Sun May 18 05:12:30 GMT 2025","passed","Sun May 18 05:12:30 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the registration of a user with an already existing email","1228","test_create_user_with_existing_email","tests","Sun May 18 05:13:02 GMT 2025","passed","Sun May 18 05:13:03 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to edit a user when unauthorized","2206","test_edit_user_unauthorized","tests","Sun May 18 05:12:43 GMT 2025","failed","Sun May 18 05:12:45 GMT 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","670","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Sun May 18 05:12:29 GMT 2025","passed","Sun May 18 05:12:29 GMT 2025","TestUserAuth","test_user_auth","",""
"Final test to check if there were any identification errors for User Agents","0","test_summary","tests","Sun May 18 05:12:31 GMT 2025","skipped","Sun May 18 05:12:31 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies retrieval of another user's details after authenticating","2043","test_get_another_user_data_after_auth","tests","Sun May 18 05:12:59 GMT 2025","passed","Sun May 18 05:13:01 GMT 2025","TestUserGet","test_user_get","",""
"This test checks user registration without one of the fields","905","test_create_user_without_field[firstName]","tests","Sun May 18 05:13:07 GMT 2025","passed","Sun May 18 05:13:08 GMT 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","729","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Sun May 18 05:12:28 GMT 2025","passed","Sun May 18 05:12:28 GMT 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","847","test_negative_auth_check[no_token]","tests","Sun May 18 05:12:22 GMT 2025","passed","Sun May 18 05:12:23 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","383","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Sun May 18 05:12:25 GMT 2025","passed","Sun May 18 05:12:26 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks for the presence of a specific header","379","test_homework_header","tests","Sun May 18 05:12:25 GMT 2025","passed","Sun May 18 05:12:25 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies that user with ID 2 can't be deleted","1454","test_delete_user_2","tests","Sun May 18 05:12:31 GMT 2025","passed","Sun May 18 05:12:32 GMT 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration with a very long name","909","test_create_user_with_long_name","tests","Sun May 18 05:13:09 GMT 2025","passed","Sun May 18 05:13:10 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","912","test_create_user_without_field[email]","tests","Sun May 18 05:13:06 GMT 2025","passed","Sun May 18 05:13:07 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies that a user can be deleted successfully","3269","test_positive_delete_created_user","tests","Sun May 18 05:12:32 GMT 2025","passed","Sun May 18 05:12:36 GMT 2025","TestUserDelete","test_user_delete","",""
"This test checks the inability to change user email to an invalid one","4030","test_edit_user_invalid_email","tests","Sun May 18 05:12:50 GMT 2025","passed","Sun May 18 05:12:54 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies the retrieval of user details without authentication","1042","test_get_user_details_not_auth","tests","Sun May 18 05:12:56 GMT 2025","passed","Sun May 18 05:12:57 GMT 2025","TestUserGet","test_user_get","",""
"This test check authorization status w/o sending auth cookie or token","684","test_negative_auth_check[no_cookie]","tests","Sun May 18 05:12:20 GMT 2025","passed","Sun May 18 05:12:21 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with an incorrect email w/o '@'","887","test_create_user_with_invalid_email","tests","Sun May 18 05:13:03 GMT 2025","passed","Sun May 18 05:13:04 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the ability to edit a user after their registration","3916","test_edit_just_created_user","tests","Sun May 18 05:12:39 GMT 2025","passed","Sun May 18 05:12:43 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","903","test_create_user_without_field[password]","tests","Sun May 18 05:13:05 GMT 2025","passed","Sun May 18 05:13:06 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with a very short name","904","test_create_user_with_short_name","tests","Sun May 18 05:13:09 GMT 2025","passed","Sun May 18 05:13:09 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies that a user can be created successfully","913","test_create_user_successfully","tests","Sun May 18 05:13:01 GMT 2025","passed","Sun May 18 05:13:02 GMT 2025","TestUserRegister","test_user_register","",""
