"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies that a user can be deleted successfully","4083","test_positive_delete_created_user","tests","Fri Aug 15 05:14:57 UTC 2025","passed","Fri Aug 15 05:15:01 UTC 2025","TestUserDelete","test_user_delete","",""
"Test for checking correct User Agent identification","467","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Fri Aug 15 05:14:54 UTC 2025","passed","Fri Aug 15 05:14:55 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","465","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Fri Aug 15 05:14:52 UTC 2025","passed","Fri Aug 15 05:14:53 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies retrieval of another user's details after authenticating","1962","test_get_another_user_data_after_auth","tests","Fri Aug 15 05:15:26 UTC 2025","passed","Fri Aug 15 05:15:28 UTC 2025","TestUserGet","test_user_get","",""
"This test verifies the ability to edit a user after their registration","3626","test_edit_just_created_user","tests","Fri Aug 15 05:15:07 UTC 2025","passed","Fri Aug 15 05:15:11 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","979","test_create_user_without_field[email]","tests","Fri Aug 15 05:15:33 UTC 2025","passed","Fri Aug 15 05:15:34 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies that one user cannot delete another user","5534","test_delete_user_authorized_as_another_user","tests","Fri Aug 15 05:15:01 UTC 2025","passed","Fri Aug 15 05:15:07 UTC 2025","TestUserDelete","test_user_delete","",""
"This test check authorization status w/o sending auth cookie or token","1119","test_negative_auth_check[no_token]","tests","Fri Aug 15 05:14:45 UTC 2025","passed","Fri Aug 15 05:14:46 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details without authentication","1179","test_get_user_details_not_auth","tests","Fri Aug 15 05:15:23 UTC 2025","passed","Fri Aug 15 05:15:25 UTC 2025","TestUserGet","test_user_get","",""
"Test for checking correct User Agent identification","779","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Fri Aug 15 05:14:51 UTC 2025","passed","Fri Aug 15 05:14:52 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","984","test_create_user_without_field[username]","tests","Fri Aug 15 05:15:31 UTC 2025","passed","Fri Aug 15 05:15:32 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","768","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Fri Aug 15 05:14:49 UTC 2025","passed","Fri Aug 15 05:14:50 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to change user email to an invalid one","2630","test_edit_user_invalid_email","tests","Fri Aug 15 05:15:18 UTC 2025","passed","Fri Aug 15 05:15:21 UTC 2025","TestUserEdit","test_user_edit","",""
"Final test to check if there were any identification errors for User Agents","0","test_summary","tests","Fri Aug 15 05:14:56 UTC 2025","skipped","Fri Aug 15 05:14:56 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","966","test_create_user_without_field[password]","tests","Fri Aug 15 05:15:32 UTC 2025","passed","Fri Aug 15 05:15:33 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks the registration of a user with an already existing email","1017","test_create_user_with_existing_email","tests","Fri Aug 15 05:15:29 UTC 2025","passed","Fri Aug 15 05:15:30 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with an incorrect email w/o '@'","976","test_create_user_with_invalid_email","tests","Fri Aug 15 05:15:30 UTC 2025","passed","Fri Aug 15 05:15:31 UTC 2025","TestUserRegister","test_user_register","",""
"This test successfully authorize user by email and password","1132","test_auth_user","tests","Fri Aug 15 05:14:41 UTC 2025","passed","Fri Aug 15 05:14:42 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","991","test_create_user_without_field[firstName]","tests","Fri Aug 15 05:15:34 UTC 2025","passed","Fri Aug 15 05:15:35 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","989","test_create_user_without_field[lastName]","tests","Fri Aug 15 05:15:35 UTC 2025","passed","Fri Aug 15 05:15:36 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks for the presence of a specific cookie","769","test_cookie","tests","Fri Aug 15 05:14:47 UTC 2025","passed","Fri Aug 15 05:14:47 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies that user with ID 2 can't be deleted","1612","test_delete_user_2","tests","Fri Aug 15 05:14:56 UTC 2025","passed","Fri Aug 15 05:14:57 UTC 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration with a very short name","980","test_create_user_with_short_name","tests","Fri Aug 15 05:15:36 UTC 2025","passed","Fri Aug 15 05:15:37 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks for the presence of a specific header","925","test_homework_header","tests","Fri Aug 15 05:14:48 UTC 2025","passed","Fri Aug 15 05:14:49 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when unauthorized","2391","test_edit_user_unauthorized","tests","Fri Aug 15 05:15:11 UTC 2025","failed","Fri Aug 15 05:15:13 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to edit a user when authorized as another user","5206","test_edit_user_authorized_as_another_user","tests","Fri Aug 15 05:15:13 UTC 2025","skipped","Fri Aug 15 05:15:18 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to change user first name to a very short value","2625","test_edit_user_short_first_name","tests","Fri Aug 15 05:15:21 UTC 2025","passed","Fri Aug 15 05:15:23 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies the retrieval of user details after authenticating as that user","1622","test_get_user_details_auth_as_same_user","tests","Fri Aug 15 05:15:25 UTC 2025","passed","Fri Aug 15 05:15:26 UTC 2025","TestUserGet","test_user_get","",""
"This test verifies that a user can be created successfully","975","test_create_user_successfully","tests","Fri Aug 15 05:15:28 UTC 2025","passed","Fri Aug 15 05:15:29 UTC 2025","TestUserRegister","test_user_register","",""
"This test check authorization status w/o sending auth cookie or token","1099","test_negative_auth_check[no_cookie]","tests","Fri Aug 15 05:14:43 UTC 2025","passed","Fri Aug 15 05:14:44 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very long name","1293","test_create_user_with_long_name","tests","Fri Aug 15 05:15:37 UTC 2025","passed","Fri Aug 15 05:15:38 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","780","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Fri Aug 15 05:14:53 UTC 2025","passed","Fri Aug 15 05:14:54 UTC 2025","TestUserAuth","test_user_auth","",""
