"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 24 05:07:33 GMT 2023","Fri Nov 24 05:07:34 GMT 2023","1000","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[lastName]","This test checks user registration without one of the fields"
"passed","Fri Nov 24 05:07:25 GMT 2023","Fri Nov 24 05:07:26 GMT 2023","1612","tests","test_user_get","TestUserGet","","","test_get_another_user_data_after_auth","This test verifies retrieval of another user's details after authenticating"
"passed","Fri Nov 24 05:07:11 GMT 2023","Fri Nov 24 05:07:13 GMT 2023","2122","tests","test_user_edit","TestUserEdit","","","test_edit_user_unauthorized","This test checks the inability to edit a user when unauthorized"
"passed","Fri Nov 24 05:06:55 GMT 2023","Fri Nov 24 05:06:56 GMT 2023","474","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","Test for checking correct User Agent identification"
"passed","Fri Nov 24 05:07:32 GMT 2023","Fri Nov 24 05:07:33 GMT 2023","1007","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[firstName]","This test checks user registration without one of the fields"
"passed","Fri Nov 24 05:06:51 GMT 2023","Fri Nov 24 05:06:51 GMT 2023","474","tests","test_user_auth","TestUserAuth","","","test_cookie","This test checks for the presence of a specific cookie"
"skipped","Fri Nov 24 05:07:03 GMT 2023","Fri Nov 24 05:07:07 GMT 2023","3662","tests","test_user_delete","TestUserDelete","","","test_delete_user_authorized_as_another_user","This test verifies that one user cannot delete another user"
"passed","Fri Nov 24 05:07:23 GMT 2023","Fri Nov 24 05:07:25 GMT 2023","1633","tests","test_user_get","TestUserGet","","","test_get_user_details_auth_as_same_user","This test verifies the retrieval of user details after authenticating as that user"
"passed","Fri Nov 24 05:07:17 GMT 2023","Fri Nov 24 05:07:19 GMT 2023","2611","tests","test_user_edit","TestUserEdit","","","test_edit_user_invalid_email","This test checks the inability to change user email to an invalid one"
"passed","Fri Nov 24 05:07:34 GMT 2023","Fri Nov 24 05:07:35 GMT 2023","1003","tests","test_user_register","TestUserRegister","","","test_create_user_with_short_name","This test checks user registration with a very short name"
"passed","Fri Nov 24 05:06:57 GMT 2023","Fri Nov 24 05:06:58 GMT 2023","474","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","Test for checking correct User Agent identification"
"passed","Fri Nov 24 05:06:53 GMT 2023","Fri Nov 24 05:06:53 GMT 2023","479","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","Test for checking correct User Agent identification"
"passed","Fri Nov 24 05:06:46 GMT 2023","Fri Nov 24 05:06:47 GMT 2023","921","tests","test_user_auth","TestUserAuth","","","test_auth_user","This test successfully authorize user by email and password"
"passed","Fri Nov 24 05:07:07 GMT 2023","Fri Nov 24 05:07:11 GMT 2023","3900","tests","test_user_edit","TestUserEdit","","","test_edit_just_created_user","This test verifies the ability to edit a user after their registration"
"passed","Fri Nov 24 05:07:30 GMT 2023","Fri Nov 24 05:07:31 GMT 2023","1003","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[password]","This test checks user registration without one of the fields"
"skipped","Fri Nov 24 05:06:58 GMT 2023","Fri Nov 24 05:06:58 GMT 2023","0","tests","test_user_auth","TestUserAuth","","","test_summary","Final test to check if there were any identification errors for User Agents"
"skipped","Fri Nov 24 05:07:13 GMT 2023","Fri Nov 24 05:07:17 GMT 2023","3681","tests","test_user_edit","TestUserEdit","","","test_edit_user_authorized_as_another_user","This test checks the inability to edit a user when authorized as another user"
"passed","Fri Nov 24 05:07:35 GMT 2023","Fri Nov 24 05:07:36 GMT 2023","1002","tests","test_user_register","TestUserRegister","","","test_create_user_with_long_name","This test checks user registration with a very long name"
"passed","Fri Nov 24 05:07:26 GMT 2023","Fri Nov 24 05:07:27 GMT 2023","995","tests","test_user_register","TestUserRegister","","","test_create_user_successfully","This test verifies that a user can be created successfully"
"passed","Fri Nov 24 05:06:58 GMT 2023","Fri Nov 24 05:07:00 GMT 2023","1580","tests","test_user_delete","TestUserDelete","","","test_delete_user_2","This test verifies that user with ID 2 can't be deleted"
"passed","Fri Nov 24 05:07:19 GMT 2023","Fri Nov 24 05:07:22 GMT 2023","2648","tests","test_user_edit","TestUserEdit","","","test_edit_user_short_first_name","This test checks the inability to change user first name to a very short value"
"passed","Fri Nov 24 05:06:50 GMT 2023","Fri Nov 24 05:06:50 GMT 2023","635","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_token]","This test check authorization status w/o sending auth cookie or token"
"passed","Fri Nov 24 05:06:54 GMT 2023","Fri Nov 24 05:06:55 GMT 2023","474","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","Test for checking correct User Agent identification"
"passed","Fri Nov 24 05:07:29 GMT 2023","Fri Nov 24 05:07:30 GMT 2023","979","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[username]","This test checks user registration without one of the fields"
"passed","Fri Nov 24 05:07:27 GMT 2023","Fri Nov 24 05:07:28 GMT 2023","1005","tests","test_user_register","TestUserRegister","","","test_create_user_with_existing_email","This test checks the registration of a user with an already existing email"
"passed","Fri Nov 24 05:06:48 GMT 2023","Fri Nov 24 05:06:49 GMT 2023","947","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_cookie]","This test check authorization status w/o sending auth cookie or token"
"passed","Fri Nov 24 05:07:31 GMT 2023","Fri Nov 24 05:07:32 GMT 2023","1001","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[email]","This test checks user registration without one of the fields"
"passed","Fri Nov 24 05:06:52 GMT 2023","Fri Nov 24 05:06:52 GMT 2023","644","tests","test_user_auth","TestUserAuth","","","test_homework_header","This test checks for the presence of a specific header"
"passed","Fri Nov 24 05:06:56 GMT 2023","Fri Nov 24 05:06:57 GMT 2023","484","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","Test for checking correct User Agent identification"
