"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test for checking correct User Agent identification","434","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Tue Sep 02 05:13:19 UTC 2025","passed","Tue Sep 02 05:13:20 UTC 2025","TestUserAuth","test_user_auth","",""
"This test successfully authorize user by email and password","914","test_auth_user","tests","Tue Sep 02 05:13:11 UTC 2025","passed","Tue Sep 02 05:13:12 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","961","test_create_user_without_field[email]","tests","Tue Sep 02 05:13:57 UTC 2025","passed","Tue Sep 02 05:13:58 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies that one user cannot delete another user","4678","test_delete_user_authorized_as_another_user","tests","Tue Sep 02 05:13:28 UTC 2025","passed","Tue Sep 02 05:13:32 UTC 2025","TestUserDelete","test_user_delete","",""
"This test check authorization status w/o sending auth cookie or token","623","test_negative_auth_check[no_cookie]","tests","Tue Sep 02 05:13:12 UTC 2025","passed","Tue Sep 02 05:13:13 UTC 2025","TestUserAuth","test_user_auth","",""
"Final test to check if there were any identification errors for User Agents","0","test_summary","tests","Tue Sep 02 05:13:22 UTC 2025","skipped","Tue Sep 02 05:13:22 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","604","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Tue Sep 02 05:13:17 UTC 2025","passed","Tue Sep 02 05:13:18 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very long name","972","test_create_user_with_long_name","tests","Tue Sep 02 05:14:01 UTC 2025","passed","Tue Sep 02 05:14:02 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with an incorrect email w/o '@'","973","test_create_user_with_invalid_email","tests","Tue Sep 02 05:13:54 UTC 2025","passed","Tue Sep 02 05:13:55 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies that user with ID 2 can't be deleted","2012","test_delete_user_2","tests","Tue Sep 02 05:13:22 UTC 2025","passed","Tue Sep 02 05:13:24 UTC 2025","TestUserDelete","test_user_delete","",""
"This test check authorization status w/o sending auth cookie or token","656","test_negative_auth_check[no_token]","tests","Tue Sep 02 05:13:13 UTC 2025","passed","Tue Sep 02 05:13:14 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","452","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Tue Sep 02 05:13:21 UTC 2025","passed","Tue Sep 02 05:13:21 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to change user first name to a very short value","2608","test_edit_user_short_first_name","tests","Tue Sep 02 05:13:45 UTC 2025","passed","Tue Sep 02 05:13:48 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies the retrieval of user details after authenticating as that user","1615","test_get_user_details_auth_as_same_user","tests","Tue Sep 02 05:13:49 UTC 2025","passed","Tue Sep 02 05:13:51 UTC 2025","TestUserGet","test_user_get","",""
"This test checks user registration without one of the fields","955","test_create_user_without_field[username]","tests","Tue Sep 02 05:13:55 UTC 2025","passed","Tue Sep 02 05:13:56 UTC 2025","TestUserRegister","test_user_register","",""
