"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 05:06:57 GMT 2024","Wed Jan 17 05:06:58 GMT 2024","421","tests","test_user_auth","TestUserAuth","","","test_cookie","This test checks for the presence of a specific cookie"
"passed","Wed Jan 17 05:07:33 GMT 2024","Wed Jan 17 05:07:34 GMT 2024","927","tests","test_user_register","TestUserRegister","","","test_create_user_successfully","This test verifies that a user can be created successfully"
"passed","Wed Jan 17 05:07:04 GMT 2024","Wed Jan 17 05:07:05 GMT 2024","451","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","Test for checking correct User Agent identification"
"passed","Wed Jan 17 05:07:00 GMT 2024","Wed Jan 17 05:07:00 GMT 2024","420","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","Test for checking correct User Agent identification"
"passed","Wed Jan 17 05:07:36 GMT 2024","Wed Jan 17 05:07:36 GMT 2024","922","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[username]","This test checks user registration without one of the fields"
"passed","Wed Jan 17 05:06:56 GMT 2024","Wed Jan 17 05:06:57 GMT 2024","839","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_token]","This test check authorization status w/o sending auth cookie or token"
"passed","Wed Jan 17 05:07:38 GMT 2024","Wed Jan 17 05:07:39 GMT 2024","952","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[firstName]","This test checks user registration without one of the fields"
"passed","Wed Jan 17 05:07:37 GMT 2024","Wed Jan 17 05:07:38 GMT 2024","960","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[email]","This test checks user registration without one of the fields"
"passed","Wed Jan 17 05:07:31 GMT 2024","Wed Jan 17 05:07:33 GMT 2024","1441","tests","test_user_get","TestUserGet","","","test_get_another_user_data_after_auth","This test verifies retrieval of another user's details after authenticating"
"passed","Wed Jan 17 05:07:03 GMT 2024","Wed Jan 17 05:07:04 GMT 2024","796","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","Test for checking correct User Agent identification"
"skipped","Wed Jan 17 05:07:05 GMT 2024","Wed Jan 17 05:07:05 GMT 2024","0","tests","test_user_auth","TestUserAuth","","","test_summary","Final test to check if there were any identification errors for User Agents"
"passed","Wed Jan 17 05:07:34 GMT 2024","Wed Jan 17 05:07:35 GMT 2024","958","tests","test_user_register","TestUserRegister","","","test_create_user_with_existing_email","This test checks the registration of a user with an already existing email"
"passed","Wed Jan 17 05:07:18 GMT 2024","Wed Jan 17 05:07:20 GMT 2024","1976","tests","test_user_edit","TestUserEdit","","","test_edit_user_unauthorized","This test checks the inability to edit a user when unauthorized"
"skipped","Wed Jan 17 05:07:20 GMT 2024","Wed Jan 17 05:07:24 GMT 2024","3571","tests","test_user_edit","TestUserEdit","","","test_edit_user_authorized_as_another_user","This test checks the inability to edit a user when authorized as another user"
"passed","Wed Jan 17 05:07:05 GMT 2024","Wed Jan 17 05:07:07 GMT 2024","1807","tests","test_user_delete","TestUserDelete","","","test_delete_user_2","This test verifies that user with ID 2 can't be deleted"
"passed","Wed Jan 17 05:07:35 GMT 2024","Wed Jan 17 05:07:36 GMT 2024","966","tests","test_user_register","TestUserRegister","","","test_create_user_with_invalid_email","This test checks user registration with an incorrect email w/o '@'"
"passed","Wed Jan 17 05:07:36 GMT 2024","Wed Jan 17 05:07:37 GMT 2024","953","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[password]","This test checks user registration without one of the fields"
"passed","Wed Jan 17 05:07:01 GMT 2024","Wed Jan 17 05:07:01 GMT 2024","423","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","Test for checking correct User Agent identification"
"passed","Wed Jan 17 05:07:39 GMT 2024","Wed Jan 17 05:07:40 GMT 2024","924","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[lastName]","This test checks user registration without one of the fields"
"passed","Wed Jan 17 05:06:53 GMT 2024","Wed Jan 17 05:06:54 GMT 2024","803","tests","test_user_auth","TestUserAuth","","","test_auth_user","This test successfully authorize user by email and password"
"passed","Wed Jan 17 05:07:41 GMT 2024","Wed Jan 17 05:07:43 GMT 2024","1322","tests","test_user_register","TestUserRegister","","","test_create_user_with_long_name","This test checks user registration with a very long name"
"passed","Wed Jan 17 05:07:29 GMT 2024","Wed Jan 17 05:07:30 GMT 2024","1006","tests","test_user_get","TestUserGet","","","test_get_user_details_not_auth","This test verifies the retrieval of user details without authentication"
"passed","Wed Jan 17 05:07:14 GMT 2024","Wed Jan 17 05:07:18 GMT 2024","4064","tests","test_user_edit","TestUserEdit","","","test_edit_just_created_user","This test verifies the ability to edit a user after their registration"
"passed","Wed Jan 17 05:07:40 GMT 2024","Wed Jan 17 05:07:41 GMT 2024","951","tests","test_user_register","TestUserRegister","","","test_create_user_with_short_name","This test checks user registration with a very short name"
"passed","Wed Jan 17 05:07:30 GMT 2024","Wed Jan 17 05:07:31 GMT 2024","1496","tests","test_user_get","TestUserGet","","","test_get_user_details_auth_as_same_user","This test verifies the retrieval of user details after authenticating as that user"
"passed","Wed Jan 17 05:07:02 GMT 2024","Wed Jan 17 05:07:02 GMT 2024","419","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","Test for checking correct User Agent identification"
"passed","Wed Jan 17 05:07:07 GMT 2024","Wed Jan 17 05:07:11 GMT 2024","3518","tests","test_user_delete","TestUserDelete","","","test_positive_delete_created_user","This test verifies that a user can be deleted successfully"
"passed","Wed Jan 17 05:06:54 GMT 2024","Wed Jan 17 05:06:55 GMT 2024","909","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_cookie]","This test check authorization status w/o sending auth cookie or token"
"passed","Wed Jan 17 05:07:24 GMT 2024","Wed Jan 17 05:07:26 GMT 2024","2465","tests","test_user_edit","TestUserEdit","","","test_edit_user_invalid_email","This test checks the inability to change user email to an invalid one"
"passed","Wed Jan 17 05:06:58 GMT 2024","Wed Jan 17 05:06:59 GMT 2024","823","tests","test_user_auth","TestUserAuth","","","test_homework_header","This test checks for the presence of a specific header"
"passed","Wed Jan 17 05:07:26 GMT 2024","Wed Jan 17 05:07:29 GMT 2024","2633","tests","test_user_edit","TestUserEdit","","","test_edit_user_short_first_name","This test checks the inability to change user first name to a very short value"
"skipped","Wed Jan 17 05:07:11 GMT 2024","Wed Jan 17 05:07:14 GMT 2024","3349","tests","test_user_delete","TestUserDelete","","","test_delete_user_authorized_as_another_user","This test verifies that one user cannot delete another user"
