"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks for the presence of a specific cookie","783","test_cookie","tests","Mon Aug 11 05:22:26 GMT 2025","passed","Mon Aug 11 05:22:27 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very short name","983","test_create_user_with_short_name","tests","Mon Aug 11 05:23:15 GMT 2025","passed","Mon Aug 11 05:23:16 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with an incorrect email w/o '@'","971","test_create_user_with_invalid_email","tests","Mon Aug 11 05:23:09 GMT 2025","passed","Mon Aug 11 05:23:10 GMT 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","461","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Mon Aug 11 05:22:30 GMT 2025","passed","Mon Aug 11 05:22:31 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","962","test_create_user_without_field[email]","tests","Mon Aug 11 05:23:12 GMT 2025","passed","Mon Aug 11 05:23:13 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies that user with ID 2 can't be deleted","1626","test_delete_user_2","tests","Mon Aug 11 05:22:35 GMT 2025","passed","Mon Aug 11 05:22:36 GMT 2025","TestUserDelete","test_user_delete","",""
"This test verifies retrieval of another user's details after authenticating","1598","test_get_another_user_data_after_auth","tests","Mon Aug 11 05:23:06 GMT 2025","passed","Mon Aug 11 05:23:07 GMT 2025","TestUserGet","test_user_get","",""
"Test for checking correct User Agent identification","467","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Mon Aug 11 05:22:33 GMT 2025","passed","Mon Aug 11 05:22:33 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","784","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Mon Aug 11 05:22:29 GMT 2025","passed","Mon Aug 11 05:22:30 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies that a user can be deleted successfully","4249","test_positive_delete_created_user","tests","Mon Aug 11 05:22:36 GMT 2025","passed","Mon Aug 11 05:22:41 GMT 2025","TestUserDelete","test_user_delete","",""
"Final test to check if there were any identification errors for User Agents","1","test_summary","tests","Mon Aug 11 05:22:35 GMT 2025","skipped","Mon Aug 11 05:22:35 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to change user first name to a very short value","2972","test_edit_user_short_first_name","tests","Mon Aug 11 05:23:00 GMT 2025","passed","Mon Aug 11 05:23:03 GMT 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","457","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Mon Aug 11 05:22:34 GMT 2025","passed","Mon Aug 11 05:22:34 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","986","test_create_user_without_field[password]","tests","Mon Aug 11 05:23:11 GMT 2025","passed","Mon Aug 11 05:23:12 GMT 2025","TestUserRegister","test_user_register","",""
"This test successfully authorize user by email and password","987","test_auth_user","tests","Mon Aug 11 05:22:21 GMT 2025","passed","Mon Aug 11 05:22:22 GMT 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","851","test_negative_auth_check[no_token]","tests","Mon Aug 11 05:22:25 GMT 2025","passed","Mon Aug 11 05:22:25 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","632","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Mon Aug 11 05:22:31 GMT 2025","passed","Mon Aug 11 05:22:32 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when unauthorized","2146","test_edit_user_unauthorized","tests","Mon Aug 11 05:22:50 GMT 2025","failed","Mon Aug 11 05:22:52 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to edit a user when authorized as another user","5115","test_edit_user_authorized_as_another_user","tests","Mon Aug 11 05:22:52 GMT 2025","skipped","Mon Aug 11 05:22:57 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to change user email to an invalid one","2635","test_edit_user_invalid_email","tests","Mon Aug 11 05:22:57 GMT 2025","passed","Mon Aug 11 05:23:00 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks for the presence of a specific header","676","test_homework_header","tests","Mon Aug 11 05:22:27 GMT 2025","passed","Mon Aug 11 05:22:28 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details without authentication","1142","test_get_user_details_not_auth","tests","Mon Aug 11 05:23:03 GMT 2025","passed","Mon Aug 11 05:23:04 GMT 2025","TestUserGet","test_user_get","",""
"This test verifies that a user can be created successfully","977","test_create_user_successfully","tests","Mon Aug 11 05:23:07 GMT 2025","passed","Mon Aug 11 05:23:08 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","983","test_create_user_without_field[lastName]","tests","Mon Aug 11 05:23:14 GMT 2025","passed","Mon Aug 11 05:23:15 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","986","test_create_user_without_field[firstName]","tests","Mon Aug 11 05:23:13 GMT 2025","passed","Mon Aug 11 05:23:14 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with a very long name","980","test_create_user_with_long_name","tests","Mon Aug 11 05:23:16 GMT 2025","passed","Mon Aug 11 05:23:17 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the ability to edit a user after their registration","3622","test_edit_just_created_user","tests","Mon Aug 11 05:22:46 GMT 2025","passed","Mon Aug 11 05:22:50 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies that one user cannot delete another user","5414","test_delete_user_authorized_as_another_user","tests","Mon Aug 11 05:22:41 GMT 2025","passed","Mon Aug 11 05:22:46 GMT 2025","TestUserDelete","test_user_delete","",""
"This test check authorization status w/o sending auth cookie or token","937","test_negative_auth_check[no_cookie]","tests","Mon Aug 11 05:22:23 GMT 2025","passed","Mon Aug 11 05:22:24 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the registration of a user with an already existing email","983","test_create_user_with_existing_email","tests","Mon Aug 11 05:23:08 GMT 2025","passed","Mon Aug 11 05:23:09 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","971","test_create_user_without_field[username]","tests","Mon Aug 11 05:23:10 GMT 2025","passed","Mon Aug 11 05:23:11 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details after authenticating as that user","1938","test_get_user_details_auth_as_same_user","tests","Mon Aug 11 05:23:04 GMT 2025","passed","Mon Aug 11 05:23:06 GMT 2025","TestUserGet","test_user_get","",""
