"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test for checking correct User Agent identification","516","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Tue Nov 04 05:14:02 UTC 2025","passed","Tue Nov 04 05:14:03 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1059","test_create_user_without_field[email]","tests","Tue Nov 04 05:14:42 UTC 2025","passed","Tue Nov 04 05:14:43 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies that a user can be deleted successfully","3957","test_positive_delete_created_user","tests","Tue Nov 04 05:14:05 UTC 2025","passed","Tue Nov 04 05:14:09 UTC 2025","TestUserDelete","test_user_delete","",""
"This test check authorization status w/o sending auth cookie or token","994","test_negative_auth_check[no_cookie]","tests","Tue Nov 04 05:13:52 UTC 2025","passed","Tue Nov 04 05:13:53 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the registration of a user with an already existing email","1068","test_create_user_with_existing_email","tests","Tue Nov 04 05:14:38 UTC 2025","passed","Tue Nov 04 05:14:39 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","1019","test_create_user_without_field[firstName]","tests","Tue Nov 04 05:14:43 UTC 2025","passed","Tue Nov 04 05:14:44 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to change user first name to a very short value","2926","test_edit_user_short_first_name","tests","Tue Nov 04 05:14:29 UTC 2025","passed","Tue Nov 04 05:14:32 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks for the presence of a specific cookie","926","test_cookie","tests","Tue Nov 04 05:13:56 UTC 2025","passed","Tue Nov 04 05:13:57 UTC 2025","TestUserAuth","test_user_auth","",""
"Final test to check if there were any identification errors for User Agents","0","test_summary","tests","Tue Nov 04 05:14:03 UTC 2025","skipped","Tue Nov 04 05:14:03 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies retrieval of another user's details after authenticating","1808","test_get_another_user_data_after_auth","tests","Tue Nov 04 05:14:35 UTC 2025","passed","Tue Nov 04 05:14:37 UTC 2025","TestUserGet","test_user_get","",""
"This test checks user registration without one of the fields","1057","test_create_user_without_field[username]","tests","Tue Nov 04 05:14:40 UTC 2025","passed","Tue Nov 04 05:14:41 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","540","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Tue Nov 04 05:13:58 UTC 2025","passed","Tue Nov 04 05:13:59 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details after authenticating as that user","1812","test_get_user_details_auth_as_same_user","tests","Tue Nov 04 05:14:33 UTC 2025","passed","Tue Nov 04 05:14:35 UTC 2025","TestUserGet","test_user_get","",""
"This test verifies the ability to edit a user after their registration","3922","test_edit_just_created_user","tests","Tue Nov 04 05:14:14 UTC 2025","passed","Tue Nov 04 05:14:18 UTC 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","503","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Tue Nov 04 05:14:01 UTC 2025","passed","Tue Nov 04 05:14:02 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","522","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Tue Nov 04 05:13:59 UTC 2025","passed","Tue Nov 04 05:14:00 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when authorized as another user","5288","test_edit_user_authorized_as_another_user","tests","Tue Nov 04 05:14:21 UTC 2025","skipped","Tue Nov 04 05:14:26 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies that a user can be created successfully","1071","test_create_user_successfully","tests","Tue Nov 04 05:14:37 UTC 2025","passed","Tue Nov 04 05:14:38 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details without authentication","1287","test_get_user_details_not_auth","tests","Tue Nov 04 05:14:32 UTC 2025","passed","Tue Nov 04 05:14:33 UTC 2025","TestUserGet","test_user_get","",""
"This test checks user registration without one of the fields","1016","test_create_user_without_field[lastName]","tests","Tue Nov 04 05:14:44 UTC 2025","passed","Tue Nov 04 05:14:45 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with an incorrect email w/o '@'","1060","test_create_user_with_invalid_email","tests","Tue Nov 04 05:14:39 UTC 2025","passed","Tue Nov 04 05:14:40 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with a very long name","1057","test_create_user_with_long_name","tests","Tue Nov 04 05:14:46 UTC 2025","passed","Tue Nov 04 05:14:47 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to change user email to an invalid one","2959","test_edit_user_invalid_email","tests","Tue Nov 04 05:14:26 UTC 2025","passed","Tue Nov 04 05:14:29 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies that user with ID 2 can't be deleted","1802","test_delete_user_2","tests","Tue Nov 04 05:14:03 UTC 2025","passed","Tue Nov 04 05:14:05 UTC 2025","TestUserDelete","test_user_delete","",""
"This test verifies that one user cannot delete another user","5239","test_delete_user_authorized_as_another_user","tests","Tue Nov 04 05:14:09 UTC 2025","passed","Tue Nov 04 05:14:14 UTC 2025","TestUserDelete","test_user_delete","",""
"This test check authorization status w/o sending auth cookie or token","786","test_negative_auth_check[no_token]","tests","Tue Nov 04 05:13:54 UTC 2025","passed","Tue Nov 04 05:13:55 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks for the presence of a specific header","516","test_homework_header","tests","Tue Nov 04 05:13:57 UTC 2025","passed","Tue Nov 04 05:13:58 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1053","test_create_user_without_field[password]","tests","Tue Nov 04 05:14:41 UTC 2025","passed","Tue Nov 04 05:14:42 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with a very short name","1032","test_create_user_with_short_name","tests","Tue Nov 04 05:14:45 UTC 2025","passed","Tue Nov 04 05:14:46 UTC 2025","TestUserRegister","test_user_register","",""
"This test successfully authorize user by email and password","1134","test_auth_user","tests","Tue Nov 04 05:13:50 UTC 2025","passed","Tue Nov 04 05:13:52 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","532","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Tue Nov 04 05:14:00 UTC 2025","passed","Tue Nov 04 05:14:01 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when unauthorized","2348","test_edit_user_unauthorized","tests","Tue Nov 04 05:14:18 UTC 2025","failed","Tue Nov 04 05:14:21 UTC 2025","TestUserEdit","test_user_edit","",""
