"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test for checking correct User Agent identification","592","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Sat Dec 27 05:15:03 UTC 2025","passed","Sat Dec 27 05:15:04 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies that one user cannot delete another user","5556","test_delete_user_authorized_as_another_user","tests","Sat Dec 27 05:15:14 UTC 2025","passed","Sat Dec 27 05:15:20 UTC 2025","TestUserDelete","test_user_delete","",""
"This test verifies retrieval of another user's details after authenticating","1965","test_get_another_user_data_after_auth","tests","Sat Dec 27 05:15:41 UTC 2025","passed","Sat Dec 27 05:15:43 UTC 2025","TestUserGet","test_user_get","",""
"This test checks for the presence of a specific header","551","test_homework_header","tests","Sat Dec 27 05:15:00 UTC 2025","passed","Sat Dec 27 05:15:01 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies the ability to edit a user after their registration","4147","test_edit_just_created_user","tests","Sat Dec 27 05:15:20 UTC 2025","passed","Sat Dec 27 05:15:24 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration with an incorrect email w/o '@'","1081","test_create_user_with_invalid_email","tests","Sat Dec 27 05:15:45 UTC 2025","passed","Sat Dec 27 05:15:47 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies that a user can be deleted successfully","4141","test_positive_delete_created_user","tests","Sat Dec 27 05:15:10 UTC 2025","passed","Sat Dec 27 05:15:14 UTC 2025","TestUserDelete","test_user_delete","",""
"This test checks the inability to edit a user when authorized as another user","5520","test_edit_user_authorized_as_another_user","tests","Sat Dec 27 05:15:26 UTC 2025","skipped","Sat Dec 27 05:15:32 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to edit a user when unauthorized","2458","test_edit_user_unauthorized","tests","Sat Dec 27 05:15:24 UTC 2025","failed","Sat Dec 27 05:15:26 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies that user with ID 2 can't be deleted","1966","test_delete_user_2","tests","Sat Dec 27 05:15:08 UTC 2025","passed","Sat Dec 27 05:15:10 UTC 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration without one of the fields","1100","test_create_user_without_field[password]","tests","Sat Dec 27 05:15:48 UTC 2025","passed","Sat Dec 27 05:15:49 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks for the presence of a specific cookie","562","test_cookie","tests","Sat Dec 27 05:14:59 UTC 2025","passed","Sat Dec 27 05:14:59 UTC 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","1028","test_negative_auth_check[no_token]","tests","Sat Dec 27 05:14:57 UTC 2025","passed","Sat Dec 27 05:14:58 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to change user first name to a very short value","3110","test_edit_user_short_first_name","tests","Sat Dec 27 05:15:35 UTC 2025","passed","Sat Dec 27 05:15:38 UTC 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","560","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Sat Dec 27 05:15:04 UTC 2025","passed","Sat Dec 27 05:15:05 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very long name","1102","test_create_user_with_long_name","tests","Sat Dec 27 05:15:53 UTC 2025","passed","Sat Dec 27 05:15:54 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","565","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Sat Dec 27 05:15:07 UTC 2025","passed","Sat Dec 27 05:15:07 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1102","test_create_user_without_field[firstName]","tests","Sat Dec 27 05:15:50 UTC 2025","passed","Sat Dec 27 05:15:51 UTC 2025","TestUserRegister","test_user_register","",""
"This test check authorization status w/o sending auth cookie or token","849","test_negative_auth_check[no_cookie]","tests","Sat Dec 27 05:14:55 UTC 2025","passed","Sat Dec 27 05:14:56 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies the retrieval of user details without authentication","1392","test_get_user_details_not_auth","tests","Sat Dec 27 05:15:38 UTC 2025","passed","Sat Dec 27 05:15:39 UTC 2025","TestUserGet","test_user_get","",""
"This test successfully authorize user by email and password","1245","test_auth_user","tests","Sat Dec 27 05:14:53 UTC 2025","passed","Sat Dec 27 05:14:54 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1095","test_create_user_without_field[lastName]","tests","Sat Dec 27 05:15:51 UTC 2025","passed","Sat Dec 27 05:15:52 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","1090","test_create_user_without_field[email]","tests","Sat Dec 27 05:15:49 UTC 2025","passed","Sat Dec 27 05:15:50 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details after authenticating as that user","2028","test_get_user_details_auth_as_same_user","tests","Sat Dec 27 05:15:39 UTC 2025","passed","Sat Dec 27 05:15:41 UTC 2025","TestUserGet","test_user_get","",""
"This test checks user registration with a very short name","1064","test_create_user_with_short_name","tests","Sat Dec 27 05:15:52 UTC 2025","passed","Sat Dec 27 05:15:53 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","1108","test_create_user_without_field[username]","tests","Sat Dec 27 05:15:47 UTC 2025","passed","Sat Dec 27 05:15:48 UTC 2025","TestUserRegister","test_user_register","",""
