"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies that one user cannot delete another user","5371","test_delete_user_authorized_as_another_user","tests","Fri Dec 05 05:14:33 UTC 2025","passed","Fri Dec 05 05:14:39 UTC 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration without one of the fields","1088","test_create_user_without_field[username]","tests","Fri Dec 05 05:15:05 UTC 2025","passed","Fri Dec 05 05:15:06 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","900","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Fri Dec 05 05:14:21 UTC 2025","passed","Fri Dec 05 05:14:22 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when unauthorized","2426","test_edit_user_unauthorized","tests","Fri Dec 05 05:14:43 UTC 2025","failed","Fri Dec 05 05:14:45 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to change user email to an invalid one","2973","test_edit_user_invalid_email","tests","Fri Dec 05 05:14:51 UTC 2025","passed","Fri Dec 05 05:14:53 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks the registration of a user with an already existing email","1078","test_create_user_with_existing_email","tests","Fri Dec 05 05:15:03 UTC 2025","passed","Fri Dec 05 05:15:04 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","1013","test_create_user_without_field[email]","tests","Fri Dec 05 05:15:07 UTC 2025","passed","Fri Dec 05 05:15:08 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks for the presence of a specific cookie","538","test_cookie","tests","Fri Dec 05 05:14:19 UTC 2025","passed","Fri Dec 05 05:14:19 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1107","test_create_user_without_field[password]","tests","Fri Dec 05 05:15:06 UTC 2025","passed","Fri Dec 05 05:15:07 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","509","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Fri Dec 05 05:14:26 UTC 2025","passed","Fri Dec 05 05:14:27 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to edit a user when authorized as another user","5369","test_edit_user_authorized_as_another_user","tests","Fri Dec 05 05:14:45 UTC 2025","skipped","Fri Dec 05 05:14:51 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies the retrieval of user details without authentication","1300","test_get_user_details_not_auth","tests","Fri Dec 05 05:14:57 UTC 2025","passed","Fri Dec 05 05:14:58 UTC 2025","TestUserGet","test_user_get","",""
"This test verifies the retrieval of user details after authenticating as that user","1934","test_get_user_details_auth_as_same_user","tests","Fri Dec 05 05:14:58 UTC 2025","passed","Fri Dec 05 05:15:00 UTC 2025","TestUserGet","test_user_get","",""
"Test for checking correct User Agent identification","526","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Fri Dec 05 05:14:24 UTC 2025","passed","Fri Dec 05 05:14:24 UTC 2025","TestUserAuth","test_user_auth","",""
"Final test to check if there were any identification errors for User Agents","1","test_summary","tests","Fri Dec 05 05:14:27 UTC 2025","skipped","Fri Dec 05 05:14:27 UTC 2025","TestUserAuth","test_user_auth","",""
"This test successfully authorize user by email and password","1168","test_auth_user","tests","Fri Dec 05 05:14:14 UTC 2025","passed","Fri Dec 05 05:14:15 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1054","test_create_user_without_field[firstName]","tests","Fri Dec 05 05:15:08 UTC 2025","passed","Fri Dec 05 05:15:09 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies that a user can be created successfully","1049","test_create_user_successfully","tests","Fri Dec 05 05:15:02 UTC 2025","passed","Fri Dec 05 05:15:03 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","542","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Fri Dec 05 05:14:23 UTC 2025","passed","Fri Dec 05 05:14:23 UTC 2025","TestUserAuth","test_user_auth","",""
"This test check authorization status w/o sending auth cookie or token","786","test_negative_auth_check[no_cookie]","tests","Fri Dec 05 05:14:16 UTC 2025","passed","Fri Dec 05 05:14:17 UTC 2025","TestUserAuth","test_user_auth","",""
"This test verifies that user with ID 2 can't be deleted","1832","test_delete_user_2","tests","Fri Dec 05 05:14:28 UTC 2025","passed","Fri Dec 05 05:14:29 UTC 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration with an incorrect email w/o '@'","1046","test_create_user_with_invalid_email","tests","Fri Dec 05 05:15:04 UTC 2025","passed","Fri Dec 05 05:15:05 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with a very long name","1061","test_create_user_with_long_name","tests","Fri Dec 05 05:15:11 UTC 2025","passed","Fri Dec 05 05:15:12 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies retrieval of another user's details after authenticating","1841","test_get_another_user_data_after_auth","tests","Fri Dec 05 05:15:00 UTC 2025","passed","Fri Dec 05 05:15:02 UTC 2025","TestUserGet","test_user_get","",""
"Test for checking correct User Agent identification","513","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Fri Dec 05 05:14:25 UTC 2025","passed","Fri Dec 05 05:14:25 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to change user first name to a very short value","3011","test_edit_user_short_first_name","tests","Fri Dec 05 05:14:53 UTC 2025","passed","Fri Dec 05 05:14:57 UTC 2025","TestUserEdit","test_user_edit","",""
"This test check authorization status w/o sending auth cookie or token","1001","test_negative_auth_check[no_token]","tests","Fri Dec 05 05:14:17 UTC 2025","passed","Fri Dec 05 05:14:18 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very short name","1040","test_create_user_with_short_name","tests","Fri Dec 05 05:15:10 UTC 2025","passed","Fri Dec 05 05:15:11 UTC 2025","TestUserRegister","test_user_register","",""
