"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test check authorization status w/o sending auth cookie or token","1122","test_negative_auth_check[no_cookie]","tests","Sat May 24 05:12:13 GMT 2025","passed","Sat May 24 05:12:14 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1101","test_create_user_without_field[email]","tests","Sat May 24 05:13:07 GMT 2025","passed","Sat May 24 05:13:08 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration with a very short name","1098","test_create_user_with_short_name","tests","Sat May 24 05:13:10 GMT 2025","passed","Sat May 24 05:13:11 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies the ability to edit a user after their registration","4000","test_edit_just_created_user","tests","Sat May 24 05:12:39 GMT 2025","passed","Sat May 24 05:12:43 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to edit a user when authorized as another user","5307","test_edit_user_authorized_as_another_user","tests","Sat May 24 05:12:45 GMT 2025","skipped","Sat May 24 05:12:51 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies the retrieval of user details without authentication","1255","test_get_user_details_not_auth","tests","Sat May 24 05:12:56 GMT 2025","passed","Sat May 24 05:12:58 GMT 2025","TestUserGet","test_user_get","",""
"This test checks for the presence of a specific cookie","1004","test_cookie","tests","Sat May 24 05:12:17 GMT 2025","passed","Sat May 24 05:12:18 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to change user email to an invalid one","2990","test_edit_user_invalid_email","tests","Sat May 24 05:12:51 GMT 2025","passed","Sat May 24 05:12:54 GMT 2025","TestUserEdit","test_user_edit","",""
"This test checks the inability to change user first name to a very short value","2958","test_edit_user_short_first_name","tests","Sat May 24 05:12:54 GMT 2025","passed","Sat May 24 05:12:56 GMT 2025","TestUserEdit","test_user_edit","",""
"This test verifies that one user cannot delete another user","5714","test_delete_user_authorized_as_another_user","tests","Sat May 24 05:12:33 GMT 2025","passed","Sat May 24 05:12:39 GMT 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration with a very long name","1105","test_create_user_with_long_name","tests","Sat May 24 05:13:11 GMT 2025","passed","Sat May 24 05:13:12 GMT 2025","TestUserRegister","test_user_register","",""
"Final test to check if there were any identification errors for User Agents","0","test_summary","tests","Sat May 24 05:12:26 GMT 2025","skipped","Sat May 24 05:12:26 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","807","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Sat May 24 05:12:24 GMT 2025","passed","Sat May 24 05:12:25 GMT 2025","TestUserAuth","test_user_auth","",""
"This test verifies retrieval of another user's details after authenticating","1845","test_get_another_user_data_after_auth","tests","Sat May 24 05:13:00 GMT 2025","passed","Sat May 24 05:13:01 GMT 2025","TestUserGet","test_user_get","",""
"This test successfully authorize user by email and password","1160","test_auth_user","tests","Sat May 24 05:12:11 GMT 2025","passed","Sat May 24 05:12:12 GMT 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with an incorrect email w/o '@'","1084","test_create_user_with_invalid_email","tests","Sat May 24 05:13:04 GMT 2025","passed","Sat May 24 05:13:05 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks the registration of a user with an already existing email","1104","test_create_user_with_existing_email","tests","Sat May 24 05:13:03 GMT 2025","passed","Sat May 24 05:13:04 GMT 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","1079","test_create_user_without_field[password]","tests","Sat May 24 05:13:06 GMT 2025","passed","Sat May 24 05:13:07 GMT 2025","TestUserRegister","test_user_register","",""
"This test verifies that user with ID 2 can't be deleted","2433","test_delete_user_2","tests","Sat May 24 05:12:26 GMT 2025","passed","Sat May 24 05:12:29 GMT 2025","TestUserDelete","test_user_delete","",""
"Test for checking correct User Agent identification","572","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Sat May 24 05:12:21 GMT 2025","passed","Sat May 24 05:12:22 GMT 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","575","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","tests","Sat May 24 05:12:25 GMT 2025","passed","Sat May 24 05:12:26 GMT 2025","TestUserAuth","test_user_auth","",""
