"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 11 05:07:58 GMT 2024","Mon Mar 11 05:07:59 GMT 2024","1217","tests","test_user_register","TestUserRegister","","","test_create_user_with_short_name","This test checks user registration with a very short name"
"skipped","Mon Mar 11 05:07:18 GMT 2024","Mon Mar 11 05:07:18 GMT 2024","0","tests","test_user_auth","TestUserAuth","","","test_summary",""
"failed","Mon Mar 11 05:07:33 GMT 2024","Mon Mar 11 05:07:36 GMT 2024","2324","tests","test_user_edit","TestUserEdit","","","test_edit_user_unauthorized","This test checks the inability to edit a user when unauthorized"
"passed","Mon Mar 11 05:07:43 GMT 2024","Mon Mar 11 05:07:46 GMT 2024","2597","tests","test_user_edit","TestUserEdit","","","test_edit_user_short_first_name","This test checks the inability to change user first name to a very short value"
"passed","Mon Mar 11 05:07:50 GMT 2024","Mon Mar 11 05:07:51 GMT 2024","929","tests","test_user_register","TestUserRegister","","","test_create_user_successfully","This test verifies that a user can be created successfully"
"passed","Mon Mar 11 05:07:19 GMT 2024","Mon Mar 11 05:07:21 GMT 2024","1961","tests","test_user_delete","TestUserDelete","","","test_delete_user_2","This test verifies that user with ID 2 can't be deleted"
"passed","Mon Mar 11 05:07:41 GMT 2024","Mon Mar 11 05:07:43 GMT 2024","2733","tests","test_user_edit","TestUserEdit","","","test_edit_user_invalid_email","This test checks the inability to change user email to an invalid one"
"passed","Mon Mar 11 05:07:48 GMT 2024","Mon Mar 11 05:07:50 GMT 2024","1526","tests","test_user_get","TestUserGet","","","test_get_another_user_data_after_auth","This test verifies retrieval of another user's details after authenticating"
"skipped","Mon Mar 11 05:07:36 GMT 2024","Mon Mar 11 05:07:41 GMT 2024","4986","tests","test_user_edit","TestUserEdit","","","test_edit_user_authorized_as_another_user","This test checks the inability to edit a user when authorized as another user"
"passed","Mon Mar 11 05:07:47 GMT 2024","Mon Mar 11 05:07:48 GMT 2024","1477","tests","test_user_get","TestUserGet","","","test_get_user_details_auth_as_same_user","This test verifies the retrieval of user details after authenticating as that user"
"passed","Mon Mar 11 05:07:29 GMT 2024","Mon Mar 11 05:07:33 GMT 2024","3797","tests","test_user_edit","TestUserEdit","","","test_edit_just_created_user","This test verifies the ability to edit a user after their registration"
"passed","Mon Mar 11 05:07:52 GMT 2024","Mon Mar 11 05:07:53 GMT 2024","968","tests","test_user_register","TestUserRegister","","","test_create_user_with_invalid_email","This test checks user registration with an incorrect email w/o '@'"
"passed","Mon Mar 11 05:07:46 GMT 2024","Mon Mar 11 05:07:47 GMT 2024","1057","tests","test_user_get","TestUserGet","","","test_get_user_details_not_auth","This test verifies the retrieval of user details without authentication"
"passed","Mon Mar 11 05:07:53 GMT 2024","Mon Mar 11 05:07:54 GMT 2024","909","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[username]","This test checks user registration without one of the fields"
"passed","Mon Mar 11 05:07:21 GMT 2024","Mon Mar 11 05:07:25 GMT 2024","3863","tests","test_user_delete","TestUserDelete","","","test_positive_delete_created_user","This test verifies that a user can be deleted successfully"
"passed","Mon Mar 11 05:07:56 GMT 2024","Mon Mar 11 05:07:57 GMT 2024","978","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[firstName]","This test checks user registration without one of the fields"
"passed","Mon Mar 11 05:07:57 GMT 2024","Mon Mar 11 05:07:58 GMT 2024","959","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[lastName]","This test checks user registration without one of the fields"
"passed","Mon Mar 11 05:07:25 GMT 2024","Mon Mar 11 05:07:29 GMT 2024","4622","tests","test_user_delete","TestUserDelete","","","test_delete_user_authorized_as_another_user","This test verifies that one user cannot delete another user"
"passed","Mon Mar 11 05:07:54 GMT 2024","Mon Mar 11 05:07:55 GMT 2024","1235","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[password]","This test checks user registration without one of the fields"
"passed","Mon Mar 11 05:07:51 GMT 2024","Mon Mar 11 05:07:52 GMT 2024","918","tests","test_user_register","TestUserRegister","","","test_create_user_with_existing_email","This test checks the registration of a user with an already existing email"
"passed","Mon Mar 11 05:07:59 GMT 2024","Mon Mar 11 05:08:00 GMT 2024","964","tests","test_user_register","TestUserRegister","","","test_create_user_with_long_name","This test checks user registration with a very long name"
"passed","Mon Mar 11 05:07:55 GMT 2024","Mon Mar 11 05:07:56 GMT 2024","960","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[email]","This test checks user registration without one of the fields"
