"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 31 05:06:42 GMT 2024","Wed Jan 31 05:06:46 GMT 2024","4486","tests","test_user_delete","TestUserDelete","","","test_positive_delete_created_user","This test verifies that a user can be deleted successfully"
"passed","Wed Jan 31 05:07:09 GMT 2024","Wed Jan 31 05:07:10 GMT 2024","942","tests","test_user_register","TestUserRegister","","","test_create_user_with_existing_email","This test checks the registration of a user with an already existing email"
"passed","Wed Jan 31 05:06:34 GMT 2024","Wed Jan 31 05:06:35 GMT 2024","705","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","Test for checking correct User Agent identification"
"skipped","Wed Jan 31 05:06:55 GMT 2024","Wed Jan 31 05:06:59 GMT 2024","3346","tests","test_user_edit","TestUserEdit","","","test_edit_user_authorized_as_another_user","This test checks the inability to edit a user when authorized as another user"
"passed","Wed Jan 31 05:07:10 GMT 2024","Wed Jan 31 05:07:11 GMT 2024","924","tests","test_user_register","TestUserRegister","","","test_create_user_with_invalid_email","This test checks user registration with an incorrect email w/o '@'"
"passed","Wed Jan 31 05:06:59 GMT 2024","Wed Jan 31 05:07:01 GMT 2024","2371","tests","test_user_edit","TestUserEdit","","","test_edit_user_invalid_email","This test checks the inability to change user email to an invalid one"
"passed","Wed Jan 31 05:07:13 GMT 2024","Wed Jan 31 05:07:14 GMT 2024","952","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[email]","This test checks user registration without one of the fields"
"passed","Wed Jan 31 05:06:30 GMT 2024","Wed Jan 31 05:06:30 GMT 2024","793","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_cookie]","This test check authorization status w/o sending auth cookie or token"
"skipped","Wed Jan 31 05:06:40 GMT 2024","Wed Jan 31 05:06:40 GMT 2024","0","tests","test_user_auth","TestUserAuth","","","test_summary","Final test to check if there were any identification errors for User Agents"
"passed","Wed Jan 31 05:06:39 GMT 2024","Wed Jan 31 05:06:40 GMT 2024","419","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","Test for checking correct User Agent identification"
"passed","Wed Jan 31 05:06:50 GMT 2024","Wed Jan 31 05:06:53 GMT 2024","3480","tests","test_user_edit","TestUserEdit","","","test_edit_just_created_user","This test verifies the ability to edit a user after their registration"
"passed","Wed Jan 31 05:06:37 GMT 2024","Wed Jan 31 05:06:38 GMT 2024","727","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","Test for checking correct User Agent identification"
"passed","Wed Jan 31 05:06:33 GMT 2024","Wed Jan 31 05:06:34 GMT 2024","660","tests","test_user_auth","TestUserAuth","","","test_homework_header","This test checks for the presence of a specific header"
"passed","Wed Jan 31 05:06:31 GMT 2024","Wed Jan 31 05:06:32 GMT 2024","546","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_token]","This test check authorization status w/o sending auth cookie or token"
"passed","Wed Jan 31 05:07:04 GMT 2024","Wed Jan 31 05:07:05 GMT 2024","1014","tests","test_user_get","TestUserGet","","","test_get_user_details_not_auth","This test verifies the retrieval of user details without authentication"
"passed","Wed Jan 31 05:06:40 GMT 2024","Wed Jan 31 05:06:42 GMT 2024","1677","tests","test_user_delete","TestUserDelete","","","test_delete_user_2","This test verifies that user with ID 2 can't be deleted"
"passed","Wed Jan 31 05:07:11 GMT 2024","Wed Jan 31 05:07:12 GMT 2024","919","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[username]","This test checks user registration without one of the fields"
"passed","Wed Jan 31 05:07:12 GMT 2024","Wed Jan 31 05:07:13 GMT 2024","1167","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[password]","This test checks user registration without one of the fields"
"passed","Wed Jan 31 05:06:36 GMT 2024","Wed Jan 31 05:06:36 GMT 2024","427","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","Test for checking correct User Agent identification"
"passed","Wed Jan 31 05:07:16 GMT 2024","Wed Jan 31 05:07:16 GMT 2024","923","tests","test_user_register","TestUserRegister","","","test_create_user_with_short_name","This test checks user registration with a very short name"
"passed","Wed Jan 31 05:07:15 GMT 2024","Wed Jan 31 05:07:16 GMT 2024","957","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[lastName]","This test checks user registration without one of the fields"
"skipped","Wed Jan 31 05:06:46 GMT 2024","Wed Jan 31 05:06:50 GMT 2024","3366","tests","test_user_delete","TestUserDelete","","","test_delete_user_authorized_as_another_user","This test verifies that one user cannot delete another user"
"passed","Wed Jan 31 05:06:38 GMT 2024","Wed Jan 31 05:06:39 GMT 2024","419","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","Test for checking correct User Agent identification"
"passed","Wed Jan 31 05:07:01 GMT 2024","Wed Jan 31 05:07:04 GMT 2024","2695","tests","test_user_edit","TestUserEdit","","","test_edit_user_short_first_name","This test checks the inability to change user first name to a very short value"
