"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 08 05:07:37 GMT 2024","Sat Jun 08 05:07:38 GMT 2024","751","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_token]","This test check authorization status w/o sending auth cookie or token"
"passed","Sat Jun 08 05:08:21 GMT 2024","Sat Jun 08 05:08:22 GMT 2024","884","tests","test_user_register","TestUserRegister","","","test_create_user_with_short_name","This test checks user registration with a very short name"
"passed","Sat Jun 08 05:08:16 GMT 2024","Sat Jun 08 05:08:17 GMT 2024","903","tests","test_user_register","TestUserRegister","","","test_create_user_with_invalid_email","This test checks user registration with an incorrect email w/o '@'"
"passed","Sat Jun 08 05:07:55 GMT 2024","Sat Jun 08 05:07:59 GMT 2024","3446","tests","test_user_edit","TestUserEdit","","","test_edit_just_created_user","This test verifies the ability to edit a user after their registration"
"passed","Sat Jun 08 05:08:11 GMT 2024","Sat Jun 08 05:08:13 GMT 2024","1630","tests","test_user_get","TestUserGet","","","test_get_user_details_auth_as_same_user","This test verifies the retrieval of user details after authenticating as that user"
"passed","Sat Jun 08 05:08:18 GMT 2024","Sat Jun 08 05:08:19 GMT 2024","971","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[email]","This test checks user registration without one of the fields"
"skipped","Sat Jun 08 05:07:45 GMT 2024","Sat Jun 08 05:07:45 GMT 2024","0","tests","test_user_auth","TestUserAuth","","","test_summary","Final test to check if there were any identification errors for User Agents"
"passed","Sat Jun 08 05:07:39 GMT 2024","Sat Jun 08 05:07:40 GMT 2024","392","tests","test_user_auth","TestUserAuth","","","test_homework_header","This test checks for the presence of a specific header"
"passed","Sat Jun 08 05:08:08 GMT 2024","Sat Jun 08 05:08:10 GMT 2024","2289","tests","test_user_edit","TestUserEdit","","","test_edit_user_short_first_name","This test checks the inability to change user first name to a very short value"
"passed","Sat Jun 08 05:08:14 GMT 2024","Sat Jun 08 05:08:15 GMT 2024","911","tests","test_user_register","TestUserRegister","","","test_create_user_successfully","This test verifies that a user can be created successfully"
