"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks user registration without one of the fields","991","test_create_user_without_field[lastName]","tests","Fri Dec 19 05:16:43 UTC 2025","passed","Fri Dec 19 05:16:44 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to edit a user when unauthorized","2260","test_edit_user_unauthorized","tests","Fri Dec 19 05:16:18 UTC 2025","failed","Fri Dec 19 05:16:20 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies the ability to edit a user after their registration","3692","test_edit_just_created_user","tests","Fri Dec 19 05:16:14 UTC 2025","passed","Fri Dec 19 05:16:18 UTC 2025","TestUserEdit","test_user_edit","",""
"This test verifies that user with ID 2 can't be deleted","1731","test_delete_user_2","tests","Fri Dec 19 05:16:04 UTC 2025","passed","Fri Dec 19 05:16:06 UTC 2025","TestUserDelete","test_user_delete","",""
"This test checks user registration with a very long name","987","test_create_user_with_long_name","tests","Fri Dec 19 05:16:45 UTC 2025","passed","Fri Dec 19 05:16:46 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks user registration without one of the fields","1146","test_create_user_without_field[username]","tests","Fri Dec 19 05:16:39 UTC 2025","passed","Fri Dec 19 05:16:40 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details without authentication","1301","test_get_user_details_not_auth","tests","Fri Dec 19 05:16:31 UTC 2025","passed","Fri Dec 19 05:16:32 UTC 2025","TestUserGet","test_user_get","",""
"This test check authorization status w/o sending auth cookie or token","888","test_negative_auth_check[no_cookie]","tests","Fri Dec 19 05:15:53 UTC 2025","passed","Fri Dec 19 05:15:54 UTC 2025","TestUserAuth","test_user_auth","",""
"Test for checking correct User Agent identification","791","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","tests","Fri Dec 19 05:15:59 UTC 2025","passed","Fri Dec 19 05:15:59 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","1000","test_create_user_without_field[password]","tests","Fri Dec 19 05:16:40 UTC 2025","passed","Fri Dec 19 05:16:41 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies the retrieval of user details after authenticating as that user","1826","test_get_user_details_auth_as_same_user","tests","Fri Dec 19 05:16:32 UTC 2025","passed","Fri Dec 19 05:16:34 UTC 2025","TestUserGet","test_user_get","",""
"This test checks the inability to change user first name to a very short value","2738","test_edit_user_short_first_name","tests","Fri Dec 19 05:16:28 UTC 2025","passed","Fri Dec 19 05:16:31 UTC 2025","TestUserEdit","test_user_edit","",""
"This test checks user registration without one of the fields","991","test_create_user_without_field[firstName]","tests","Fri Dec 19 05:16:42 UTC 2025","passed","Fri Dec 19 05:16:43 UTC 2025","TestUserRegister","test_user_register","",""
"This test verifies that a user can be created successfully","1022","test_create_user_successfully","tests","Fri Dec 19 05:16:36 UTC 2025","passed","Fri Dec 19 05:16:37 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","459","test_user_agent_check[Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)-expected_values2]","tests","Fri Dec 19 05:16:01 UTC 2025","passed","Fri Dec 19 05:16:01 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with a very short name","987","test_create_user_with_short_name","tests","Fri Dec 19 05:16:44 UTC 2025","passed","Fri Dec 19 05:16:45 UTC 2025","TestUserRegister","test_user_register","",""
"This test checks the inability to edit a user when authorized as another user","5054","test_edit_user_authorized_as_another_user","tests","Fri Dec 19 05:16:20 UTC 2025","skipped","Fri Dec 19 05:16:25 UTC 2025","TestUserEdit","test_user_edit","",""
"This test check authorization status w/o sending auth cookie or token","927","test_negative_auth_check[no_token]","tests","Fri Dec 19 05:15:55 UTC 2025","passed","Fri Dec 19 05:15:56 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration without one of the fields","982","test_create_user_without_field[email]","tests","Fri Dec 19 05:16:41 UTC 2025","passed","Fri Dec 19 05:16:42 UTC 2025","TestUserRegister","test_user_register","",""
"Test for checking correct User Agent identification","652","test_user_agent_check[Mozilla/5.0 (iPad; CPU OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.77 Mobile/15E148 Safari/604.1-expected_values1]","tests","Fri Dec 19 05:16:00 UTC 2025","passed","Fri Dec 19 05:16:01 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks the inability to change user email to an invalid one","2769","test_edit_user_invalid_email","tests","Fri Dec 19 05:16:25 UTC 2025","passed","Fri Dec 19 05:16:28 UTC 2025","TestUserEdit","test_user_edit","",""
"Test for checking correct User Agent identification","451","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","tests","Fri Dec 19 05:16:02 UTC 2025","passed","Fri Dec 19 05:16:03 UTC 2025","TestUserAuth","test_user_auth","",""
"This test checks user registration with an incorrect email w/o '@'","994","test_create_user_with_invalid_email","tests","Fri Dec 19 05:16:38 UTC 2025","passed","Fri Dec 19 05:16:39 UTC 2025","TestUserRegister","test_user_register","",""
"Final test to check if there were any identification errors for User Agents","0","test_summary","tests","Fri Dec 19 05:16:04 UTC 2025","skipped","Fri Dec 19 05:16:04 UTC 2025","TestUserAuth","test_user_auth","",""
