"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 12 15:54:38 GMT 2023","Thu Oct 12 15:54:39 GMT 2023","1220","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[firstName]","This test checks user registration without one of the fields"
"passed","Thu Oct 12 15:54:39 GMT 2023","Thu Oct 12 15:54:40 GMT 2023","1223","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[lastName]","This test checks user registration without one of the fields"
"passed","Thu Oct 12 15:54:40 GMT 2023","Thu Oct 12 15:54:41 GMT 2023","1228","tests","test_user_register","TestUserRegister","","","test_create_user_with_short_name","This test checks user registration with a very short name"
"broken","Thu Oct 12 15:54:30 GMT 2023","Thu Oct 12 15:54:30 GMT 2023","492","tests","test_user_get","TestUserGet","","","test_get_another_user_data_after_auth","This test verifies retrieval of another user's details after authenticating"
"passed","Thu Oct 12 15:54:28 GMT 2023","Thu Oct 12 15:54:30 GMT 2023","2019","tests","test_user_get","TestUserGet","","","test_get_user_details_auth_as_same_user","This test verifies the retrieval of user details after authenticating as that user"
"passed","Thu Oct 12 15:53:54 GMT 2023","Thu Oct 12 15:53:55 GMT 2023","668","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.100.0-expected_values3]","Test for checking correct User Agent identification"
"passed","Thu Oct 12 15:53:59 GMT 2023","Thu Oct 12 15:54:04 GMT 2023","4417","tests","test_user_delete","TestUserDelete","","","test_positive_delete_created_user","This test verifies that a user can be deleted successfully"
"passed","Thu Oct 12 15:54:36 GMT 2023","Thu Oct 12 15:54:38 GMT 2023","1220","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[email]","This test checks user registration without one of the fields"
"skipped","Thu Oct 12 15:54:16 GMT 2023","Thu Oct 12 15:54:20 GMT 2023","4443","tests","test_user_edit","TestUserEdit","","","test_edit_user_authorized_as_another_user","This test checks the inability to edit a user when authorized as another user"
"passed","Thu Oct 12 15:54:09 GMT 2023","Thu Oct 12 15:54:13 GMT 2023","4397","tests","test_user_edit","TestUserEdit","","","test_edit_just_created_user","This test verifies the ability to edit a user after their registration"
"passed","Thu Oct 12 15:53:40 GMT 2023","Thu Oct 12 15:53:41 GMT 2023","1221","tests","test_user_auth","TestUserAuth","","","test_auth_user","This test successfully authorize user by email and password"
"passed","Thu Oct 12 15:53:56 GMT 2023","Thu Oct 12 15:53:56 GMT 2023","670","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (iPad; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1-expected_values4]","Test for checking correct User Agent identification"
"passed","Thu Oct 12 15:54:33 GMT 2023","Thu Oct 12 15:54:34 GMT 2023","1228","tests","test_user_register","TestUserRegister","","","test_create_user_with_invalid_email","This test checks user registration with an incorrect email w/o '@'"
"passed","Thu Oct 12 15:54:13 GMT 2023","Thu Oct 12 15:54:16 GMT 2023","2560","tests","test_user_edit","TestUserEdit","","","test_edit_user_unauthorized","This test checks the inability to edit a user when unauthorized"
"skipped","Thu Oct 12 15:53:57 GMT 2023","Thu Oct 12 15:53:57 GMT 2023","1","tests","test_user_auth","TestUserAuth","","","test_summary","Final test to check if there were any identification errors for User Agents"
"passed","Thu Oct 12 15:54:30 GMT 2023","Thu Oct 12 15:54:32 GMT 2023","1200","tests","test_user_register","TestUserRegister","","","test_create_user_successfully","This test verifies that a user can be created successfully"
"passed","Thu Oct 12 15:53:49 GMT 2023","Thu Oct 12 15:53:51 GMT 2023","1072","tests","test_user_auth","TestUserAuth","","","test_user_agent_check[Mozilla/5.0 (Linux; U; Android 4.0.2; en-us; Galaxy Nexus Build/ICL53F) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30-expected_values0]","Test for checking correct User Agent identification"
"passed","Thu Oct 12 15:54:32 GMT 2023","Thu Oct 12 15:54:33 GMT 2023","1187","tests","test_user_register","TestUserRegister","","","test_create_user_with_existing_email","This test checks the registration of a user with an already existing email"
"passed","Thu Oct 12 15:53:57 GMT 2023","Thu Oct 12 15:53:59 GMT 2023","2383","tests","test_user_delete","TestUserDelete","","","test_delete_user_2","This test verifies that user with ID 2 can't be deleted"
"passed","Thu Oct 12 15:54:23 GMT 2023","Thu Oct 12 15:54:26 GMT 2023","3253","tests","test_user_edit","TestUserEdit","","","test_edit_user_short_first_name","This test checks the inability to change user first name to a very short value"
"passed","Thu Oct 12 15:53:42 GMT 2023","Thu Oct 12 15:53:43 GMT 2023","843","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_cookie]","This test check authorization status w/o sending auth cookie or token"
"passed","Thu Oct 12 15:54:34 GMT 2023","Thu Oct 12 15:54:35 GMT 2023","1216","tests","test_user_register","TestUserRegister","","","test_create_user_without_field[username]","This test checks user registration without one of the fields"
"passed","Thu Oct 12 15:53:44 GMT 2023","Thu Oct 12 15:53:45 GMT 2023","833","tests","test_user_auth","TestUserAuth","","","test_negative_auth_check[no_token]","This test check authorization status w/o sending auth cookie or token"
